,ta,ea,tmean
2010-01-01 00:00:00,13.663000106811523,0.7928832860109349,11.643000602722168
2010-01-01 12:00:00,21.437999725341797,0.6503565281781246,11.643000602722168
2010-01-02 00:00:00,6.833000183105469,0.5078297703453143,17.152000427246094
2010-01-02 12:00:00,9.14799976348877,0.6064831837969629,17.152000427246094
2010-01-03 00:00:00,2.3989999294281006,0.7051365972486113,1.749000072479248
2010-01-03 12:00:00,7.064000129699707,0.7016194454261333,1.749000072479248
2010-01-04 00:00:00,-1.3250000476837158,0.6981022936036552,4.125
2010-01-04 12:00:00,20.17099952697754,0.6963553663154121,4.125
2010-01-05 00:00:00,3.7679998874664307,0.6946084390271691,-0.359000027179718
2010-01-05 12:00:00,17.375,0.6707157223645457,-0.359000027179718
2010-01-06 00:00:00,5.4120001792907715,0.6468230057019223,21.974000930786133
2010-01-06 12:00:00,26.28700065612793,0.5610102893446249,21.974000930786133
2010-01-07 00:00:00,17.941999435424805,0.4751975729873276,7.467000484466553
2010-01-07 12:00:00,5.9710001945495605,0.566664944660198,7.467000484466553
2010-01-08 00:00:00,3.3410000801086426,0.6581323163330685,4.03000020980835
2010-01-08 12:00:00,12.135000228881836,0.7015440753249249,4.03000020980835
2010-01-09 00:00:00,8.800999641418457,0.7449558343167815,9.984000205993652
2010-01-09 12:00:00,14.468000411987305,0.7957137346780403,9.984000205993652
2010-01-10 00:00:00,4.302999973297119,0.8464716350392992,-0.4410000145435333
2010-01-10 12:00:00,14.807000160217285,0.842632719070671,-0.4410000145435333
2010-01-11 00:00:00,5.854000091552734,0.8387938031020429,3.440000057220459
2010-01-11 12:00:00,4.848999977111816,0.8271736864441723,3.440000057220459
2010-01-12 00:00:00,11.085000038146973,0.8155535697863019,17.661001205444336
2010-01-12 12:00:00,8.807000160217285,0.9445266337786519,17.661001205444336
2010-01-13 00:00:00,10.116999626159668,1.0734996977710018,21.655000686645508
2010-01-13 12:00:00,31.086000442504883,0.9237761737408303,21.655000686645508
2010-01-14 00:00:00,4.242000102996826,0.7740526497106589,0.8030000329017639
2010-01-14 12:00:00,22.104999542236328,0.7922280745402993,0.8030000329017639
2010-01-15 00:00:00,3.003999948501587,0.8104034993699397,5.334000110626221
