,ta,ea,tmean
2010-01-01 00:00:00,3.7679998874664307,0.8364437882138388,5.266000270843506
2010-01-01 12:00:00,6.765999794006348,0.8841605726001118,5.266000270843506
2010-01-02 00:00:00,5.447999954223633,0.9318773569863849,7.6670002937316895
2010-01-02 12:00:00,9.887999534606934,0.8225648788248552,7.6670002937316895
2010-01-03 00:00:00,3.0460000038146973,0.7132524006633256,6.7910003662109375
2010-01-03 12:00:00,10.536999702453613,0.7269903844315793,6.7910003662109375
2010-01-04 00:00:00,4.381999969482422,0.740728368199833,9.896000862121582
2010-01-04 12:00:00,15.41100025177002,0.7331545799563599,9.896000862121582
2010-01-05 00:00:00,5.622000217437744,0.7255807917128867,10.420000076293945
2010-01-05 12:00:00,15.218000411987305,0.7892986854356374,10.420000076293945
2010-01-06 00:00:00,6.867000102996826,0.8530165791583882,10.207000732421875
2010-01-06 12:00:00,13.54800033569336,0.9420690281611481,10.207000732421875
2010-01-07 00:00:00,8.017000198364258,1.0311214771639081,10.652000427246094
2010-01-07 12:00:00,13.288999557495117,1.0343053234760018,10.652000427246094
2010-01-08 00:00:00,7.836999893188477,1.0374891697880952,10.86500072479248
2010-01-08 12:00:00,13.894000053405762,1.0023995408013446,10.86500072479248
2010-01-09 00:00:00,5.501999855041504,0.967309911814594,8.818000793457031
2010-01-09 12:00:00,12.135000228881836,0.905115135346698,8.818000793457031
2010-01-10 00:00:00,5.408999919891357,0.8429203588788018,7.637000560760498
2010-01-10 12:00:00,9.866999626159668,0.8390956594443895,7.637000560760498
2010-01-11 00:00:00,5.4120001792907715,0.835270960009977,8.296000480651855
2010-01-11 12:00:00,11.180000305175781,0.8486422029254446,8.296000480651855
2010-01-12 00:00:00,6.4019999504089355,0.8620134458409121,8.896000862121582
2010-01-12 12:00:00,11.390000343322754,0.9378135629965426,8.896000862121582
2010-01-13 00:00:00,6.841000080108643,1.0136136801521731,8.141000747680664
2010-01-13 12:00:00,9.440999984741211,0.9071837438490277,8.141000747680664
2010-01-14 00:00:00,2.5869998931884766,0.8007538075458822,6.343000411987305
2010-01-14 12:00:00,10.100000381469727,0.7417501473343917,6.343000411987305
2010-01-15 00:00:00,2.3269999027252197,0.6827464871229012,7.9110002517700195
2010-01-15 12:00:00,13.496000289916992,0.6812777993809882,7.9110002517700195
2010-01-16 00:00:00,4.644999980926514,0.6798091116390752,7.454000473022461
2010-01-16 12:00:00,10.263999938964844,0.7097419642582536,7.454000473022461
2010-01-17 00:00:00,5.453000068664551,0.7396748168774322,7.497000217437744
2010-01-17 12:00:00,9.541999816894531,0.7933697991377993,7.497000217437744
2010-01-18 00:00:00,5.2820000648498535,0.8470647813981662,5.619000434875488
2010-01-18 12:00:00,5.956999778747559,0.8267412646220129,5.619000434875488
2010-01-19 00:00:00,3.7839999198913574,0.8064177478458596,4.877000331878662
2010-01-19 12:00:00,5.9710001945495605,0.7665171736739531,4.877000331878662
2010-01-20 00:00:00,2.7249999046325684,0.7266165995020465,3.7950000762939453
2010-01-20 12:00:00,4.866000175476074,0.6878907209922691,3.7950000762939453
2010-01-21 00:00:00,0.4790000021457672,0.6491648424824917,1.6570000648498535
2010-01-21 12:00:00,2.8350000381469727,0.6472931650289038,1.6570000648498535
2010-01-22 00:00:00,1.4769999980926514,0.6454214875753159,1.6850000619888306
2010-01-22 12:00:00,1.8940000534057617,0.6375728419392763,1.6850000619888306
