,Lin,Sin,doy
2010-01-01 00:00:00,273.22101248996654,0.0,1
2010-01-01 02:00:00,282.20332579781524,0.0,1
2010-01-01 04:00:00,291.1856391056639,0.0,1
2010-01-01 06:00:00,300.1679524135126,0.0,1
2010-01-01 08:00:00,309.1502657213613,12.158623954494294,1
2010-01-01 10:00:00,318.1325790292099,24.317247908988588,1
2010-01-01 12:00:00,327.1148923370586,36.47587186348288,1
2010-01-01 14:00:00,313.0934661602157,24.317247908988584,1
2010-01-01 16:00:00,299.0720399833728,12.158623954494292,1
2010-01-01 18:00:00,285.0506138065299,0.0,1
2010-01-01 20:00:00,271.029187629687,0.0,1
2010-01-01 22:00:00,257.0077614528441,0.0,1
2010-01-02 00:00:00,242.98633527600114,0.0,2
2010-01-02 02:00:00,247.83909096661523,0.0,2
2010-01-02 04:00:00,252.69184665722932,0.0,2
2010-01-02 06:00:00,257.5446023478434,0.0,2
2010-01-02 08:00:00,262.3973580384575,8.26217428745314,2
2010-01-02 10:00:00,267.2501137290716,16.52434857490628,2
2010-01-02 12:00:00,272.1028694196857,24.786522862359423,2
2010-01-02 14:00:00,267.3625310893854,16.524348574906284,2
2010-01-02 16:00:00,262.62219275908507,8.262174287453142,2
2010-01-02 18:00:00,257.8818544287848,0.0,2
2010-01-02 20:00:00,253.14151609848446,0.0,2
2010-01-02 22:00:00,248.40117776818414,0.0,2
2010-01-03 00:00:00,243.66083943788382,0.0,3
2010-01-03 02:00:00,247.87903739345262,0.0,3
2010-01-03 04:00:00,252.0972353490214,0.0,3
2010-01-03 06:00:00,256.31543330459016,0.0,3
2010-01-03 08:00:00,260.5336312601589,8.557809147712721,3
2010-01-03 10:00:00,264.75182921572775,17.115618295425442,3
2010-01-03 12:00:00,268.9700271712965,25.673427443138163,3
2010-01-03 14:00:00,261.8124066503116,17.115618295425442,3
2010-01-03 16:00:00,254.6547861293266,8.557809147712721,3
2010-01-03 18:00:00,247.49716560834162,0.0,3
2010-01-03 20:00:00,240.33954508735664,0.0,3
2010-01-03 22:00:00,233.1819245663717,0.0,3
2010-01-04 00:00:00,226.0243040453867,0.0,4
2010-01-04 02:00:00,241.85103425611132,0.0,4
2010-01-04 04:00:00,257.6777644668359,0.0,4
2010-01-04 06:00:00,273.50449467756056,0.0,4
2010-01-04 08:00:00,289.3312248882852,13.722681681315104,4
2010-01-04 10:00:00,305.15795509900977,27.445363362630207,4
2010-01-04 12:00:00,320.9846853097344,41.16804504394531,4
2010-01-04 14:00:00,308.7805217325115,27.44536336263021,4
2010-01-04 16:00:00,296.5763581552885,13.722681681315105,4
2010-01-04 18:00:00,284.3721945780656,0.0,4
2010-01-04 20:00:00,272.1680310008427,0.0,4
2010-01-04 22:00:00,259.9638674236197,0.0,4
2010-01-05 00:00:00,247.7597038463968,0.0,5
2010-01-05 02:00:00,258.13381916843423,0.0,5
2010-01-05 04:00:00,268.5079344904717,0.0,5
2010-01-05 06:00:00,278.88204981250914,0.0,5
2010-01-05 08:00:00,289.25616513454656,13.158140113522757,5
2010-01-05 10:00:00,299.63028045658405,26.316280227045514,5
2010-01-05 12:00:00,310.0043957786215,39.47442034056827,5
2010-01-05 14:00:00,299.1969404470453,26.316280227045517,5
2010-01-05 16:00:00,288.3894851154691,13.158140113522759,5
2010-01-05 18:00:00,277.5820297838929,0.0,5
2010-01-05 20:00:00,266.7745744523167,0.0,5
2010-01-05 22:00:00,255.96711912074053,0.0,5
2010-01-06 00:00:00,245.15966378916434,0.0,6
2010-01-06 02:00:00,261.0891494753649,0.0,6
2010-01-06 04:00:00,277.01863516156544,0.0,6
2010-01-06 06:00:00,292.94812084776595,0.0,6
2010-01-06 08:00:00,308.8776065339665,13.928624471028646,6
2010-01-06 10:00:00,324.8070922201671,27.857248942057293,6
2010-01-06 12:00:00,340.7365779063676,41.78587341308594,6
2010-01-06 14:00:00,328.8337141020743,27.85724894205729,6
2010-01-06 16:00:00,316.93085029778103,13.928624471028645,6
2010-01-06 18:00:00,305.0279864934878,0.0,6
2010-01-06 20:00:00,293.1251226891945,0.0,6
2010-01-06 22:00:00,281.2222588849012,0.0,6
2010-01-07 00:00:00,269.31939508060793,0.0,7
2010-01-07 02:00:00,267.4287639130968,0.0,7
2010-01-07 04:00:00,265.53813274558576,0.0,7
2010-01-07 06:00:00,263.64750157807464,0.0,7
2010-01-07 08:00:00,261.7568704105635,0.0,7
2010-01-07 10:00:00,259.86623924305246,0.0,7
2010-01-07 12:00:00,257.97560807554134,0.0,7
2010-01-07 14:00:00,255.79016277661924,0.0,7
2010-01-07 16:00:00,253.60471747769714,0.0,7
2010-01-07 18:00:00,251.41927217877503,0.0,7
2010-01-07 20:00:00,249.23382687985293,0.0,7
2010-01-07 22:00:00,247.04838158093082,0.0,7
2010-01-08 00:00:00,244.86293628200872,0.0,8
2010-01-08 02:00:00,251.91259282888126,0.0,8
2010-01-08 04:00:00,258.9622493757538,0.0,8
2010-01-08 06:00:00,266.01190592262634,0.0,8
2010-01-08 08:00:00,273.0615624694989,11.013659450579686,8
2010-01-08 10:00:00,280.1112190163714,22.027318901159372,8
2010-01-08 12:00:00,287.16087556324396,33.04097835173906,8
2010-01-08 14:00:00,283.421684129459,22.02731890115937,8
2010-01-08 16:00:00,279.682492695674,11.013659450579684,8
2010-01-08 18:00:00,275.943301261889,0.0,8
2010-01-08 20:00:00,272.204109828104,0.0,8
2010-01-08 22:00:00,268.464918394319,0.0,8
2010-01-09 00:00:00,264.725726960534,0.0,9
2010-01-09 02:00:00,271.0920221428282,0.0,9
2010-01-09 04:00:00,277.45831732512244,0.0,9
2010-01-09 06:00:00,283.82461250741665,0.0,9
2010-01-09 08:00:00,290.1909076897108,10.325687611799468,9
2010-01-09 10:00:00,296.557202872005,20.651375223598937,9
2010-01-09 12:00:00,302.9234980542992,30.977062835398403,9
2010-01-09 14:00:00,294.8868937649033,20.651375223598933,9
2010-01-09 16:00:00,286.85028947550734,10.325687611799466,9
2010-01-09 18:00:00,278.8136851861114,0.0,9
2010-01-09 20:00:00,270.77708089671546,0.0,9
2010-01-09 22:00:00,262.7404766073196,0.0,9
2010-01-10 00:00:00,254.7038723179236,0.0,10
2010-01-10 02:00:00,263.6188110258606,0.0,10
2010-01-10 04:00:00,272.5337497337976,0.0,10
2010-01-10 06:00:00,281.44868844173465,0.0,10
2010-01-10 08:00:00,290.36362714967163,12.500283315190558,10
2010-01-10 10:00:00,299.27856585760867,25.000566630381115,10
2010-01-10 12:00:00,308.19350456554565,37.50084994557167,10
2010-01-10 14:00:00,300.02108667720074,25.000566630381115,10
2010-01-10 16:00:00,291.8486687888559,12.500283315190558,10
2010-01-10 18:00:00,283.676250900511,0.0,10
2010-01-10 20:00:00,275.50383301216607,0.0,10
2010-01-10 22:00:00,267.3314151238212,0.0,10
2010-01-11 00:00:00,259.1589972354763,0.0,11
2010-01-11 02:00:00,259.7055110308982,0.0,11
2010-01-11 04:00:00,260.25202482632017,0.0,11
2010-01-11 06:00:00,260.79853862174207,0.0,11
2010-01-11 08:00:00,261.34505241716397,3.5137764203825506,11
2010-01-11 10:00:00,261.89156621258593,7.027552840765101,11
2010-01-11 12:00:00,262.43808000800783,10.541329261147652,11
2010-01-11 14:00:00,262.9327350141712,7.027552840765102,11
2010-01-11 16:00:00,263.4273900203346,3.513776420382551,11
2010-01-11 18:00:00,263.922045026498,0.0,11
2010-01-11 20:00:00,264.41670003266137,0.0,11
2010-01-11 22:00:00,264.91135503882475,0.0,11
2010-01-12 00:00:00,265.40601004498814,0.0,12
2010-01-12 02:00:00,267.45324721017926,0.0,12
2010-01-12 04:00:00,269.5004843753704,0.0,12
2010-01-12 06:00:00,271.5477215405615,0.0,12
2010-01-12 08:00:00,273.5949587057526,4.9380360059229345,12
2010-01-12 10:00:00,275.64219587094374,9.876072011845869,12
2010-01-12 12:00:00,277.68943303613486,14.814108017768804,12
2010-01-12 14:00:00,278.18744925500005,9.87607201184587,12
2010-01-12 16:00:00,278.6854654738652,4.938036005922935,12
2010-01-12 18:00:00,279.18348169273037,0.0,12
2010-01-12 20:00:00,279.68149791159556,0.0,12
2010-01-12 22:00:00,280.1795141304607,0.0,12
2010-01-13 00:00:00,280.6775303493259,0.0,13
2010-01-13 02:00:00,297.7957435011926,0.0,13
2010-01-13 04:00:00,314.91395665305924,0.0,13
2010-01-13 06:00:00,332.03216980492596,0.0,13
2010-01-13 08:00:00,349.15038295679267,14.890153430757067,13
