,ppt,tmean,tdmean,tmin,tmax,pet
1985-01-01,0.0,4.529000282287598,-2.2200000286102295,-0.13500000536441803,9.194999694824219,0.08833464214196454
1985-01-02,0.0,5.385000228881836,-2.5999999046325684,0.36399999260902405,10.406999588012695,0.09554705378468635
1985-01-03,0.0,4.435000419616699,-1.9199999570846558,-0.007000000216066837,8.878999710083008,0.08656830143687734
1985-01-04,0.0,4.253000259399414,-1.7899999618530273,-0.49300000071525574,9.0,0.08915766084821121
1985-01-05,0.0,4.1010003089904785,-1.2100000381469727,-0.2669999897480011,8.470999717712402,0.08537055301584819
1985-01-06,0.0,4.736999988555908,0.699999988079071,0.781000018119812,8.694999694824219,0.08404405816445135
1985-01-07,0.28699998855590814,6.210000514984131,1.4600000381469727,1.1080000400543213,11.312999725341797,0.10223738079327202
1985-01-08,0.6270000457763673,7.085000514984131,2.069999933242798,4.140999794006348,10.029000282287598,0.08095646848331528
1985-01-09,0.16300001144409182,6.220000267028809,1.1299999952316284,4.132999897003174,8.307000160217285,0.066193635903307
1985-01-10,0.0,6.818000316619873,1.440000057220459,3.065000057220459,10.571000099182129,0.09155379053482174
1985-01-11,0.0,7.005000114440918,-0.10000000149011612,3.441999912261963,10.569999694824219,0.09049133783590654
1985-01-12,0.0,6.595000267028809,-0.8899999856948853,2.5859999656677246,10.604999542236328,0.09504273430229784
1985-01-13,0.0,4.891000270843506,-3.0899999141693115,0.4950000047683716,9.288000106811523,0.0932310537584847
1985-01-14,0.0,4.547000408172607,-1.3799999952316284,-0.1080000028014183,9.20300006866455,0.0951786320019564
1985-01-15,0.0,5.1570000648498535,-1.2300000190734863,1.4789999723434448,8.836000442504883,0.08757321168349037
1985-01-16,0.0,6.707000255584717,-0.6200000047683716,2.2890000343322754,11.125,0.10325337770064022
1985-01-17,0.0,8.707000732421875,-0.009999999776482582,2.4049999713897705,15.010000228881836,0.13445975745243513
1985-01-18,0.0,7.234000205993652,-0.33000001311302185,2.2170000076293945,12.251999855041504,0.1142387651752047
1985-01-19,0.0,7.432000160217285,-0.6200000047683716,3.549999952316284,11.314000129699707,0.10213395092045416
1985-01-20,0.0,7.5370001792907715,-0.4300000071525574,3.5739998817443848,11.501999855041504,0.10453152951780613
1985-01-21,0.0,8.736000061035156,-0.019999999552965164,4.559000015258789,12.914999961853027,0.11338605754307299
1985-01-22,0.0,6.724000453948975,-0.4699999988079071,3.5299999713897705,9.918000221252441,0.09244642556757392
1985-01-23,0.0,5.164000034332275,-1.7400000095367432,1.5049999952316284,8.824999809265137,0.09351559488461504
1985-01-24,0.0,5.849000453948975,-2.119999885559082,1.8899999856948853,9.809000015258789,0.10110284732800774
1985-01-25,0.0,7.381000518798828,-1.1699999570846558,4.046999931335449,10.715999603271484,0.09972857984781255
1985-01-26,0.0,6.904000282287598,-0.8299999833106995,3.63100004196167,10.178000450134277,0.09787430017821078
1985-01-27,0.0,7.5960001945495605,-0.4300000071525574,2.5899999141693115,12.60200023651123,0.1256404482176469
1985-01-28,0.01700000762939452,7.40000057220459,-0.30000001192092896,2.7130000591278076,12.08899974822998,0.12184083180005734
1985-01-29,0.0,5.067000389099121,-0.8199999928474426,0.14100000262260437,9.994999885559082,0.11448054463667001
1985-01-30,0.0,5.793000221252441,-2.950000047683716,-0.04100000113248825,11.628999710083008,0.1298425701514155
1985-01-31,0.0,5.525000095367432,-6.070000171661377,0.02500000037252903,11.026000022888184,0.1259113441785052
1985-02-01,0.0,5.02400016784668,-0.7900000214576721,-0.6639999747276306,10.713000297546387,0.12659147350598493
1985-02-02,0.0,3.3390002250671387,0.17000000178813934,-0.5770000219345093,7.255000114440918,0.09829493681645526
1985-02-03,0.0,4.941000461578369,0.4000000059604645,0.5299999713897705,9.352999687194824,0.11341652048034326
1985-02-04,0.0,3.744000196456909,-0.41999998688697815,-1.5449999570846558,9.03499984741211,0.11890760858062659
1985-02-05,0.0,4.1080002784729,-3.3299999237060547,-1.7940000295639038,10.010000228881836,0.12908333968172825
1985-02-06,0.0,5.3560004234313965,0.3100000023841858,-0.5410000085830688,11.253000259399414,0.13784368102153247
1985-02-07,1.809000015258789,6.392000198364258,3.859999895095825,3.3329999446868896,9.451000213623047,0.10484162086552713
1985-02-08,9.90199966430664,6.623000144958496,5.610000133514404,3.058000087738037,10.1899995803833,0.11551755384510265
1985-02-09,4.711000061035156,5.01800012588501,1.7400000095367432,1.3350000381469727,8.70199966430664,0.11088458036893707
1985-02-10,0.0,4.223999977111816,0.10000000149011612,0.41100001335144043,8.038999557495117,0.11009580075646123
1985-02-11,0.0,4.75700044631958,-0.07000000029802322,0.41200000047683716,9.102999687194824,0.12168014883420226
1985-02-12,0.4829999923706054,6.929000377655029,4.300000190734863,4.797999858856201,9.0600004196167,0.09444126149008458
1985-02-13,0.007000017166137684,11.0260009765625,5.840000152587891,6.732999801635742,15.319000244140625,0.15797244314508305
1985-02-14,0.0,9.36400032043457,3.5799999237060547,3.953000068664551,14.776000022888184,0.168977000435878
1985-02-15,0.0,9.509000778198242,4.510000228881836,4.093999862670898,14.925999641418457,0.17182320099842954
1985-02-16,0.0,9.563000679016113,5.260000228881836,5.190999984741211,13.9350004196167,0.15638777238199492
1985-02-17,0.0,9.759000778198242,3.0299999713897705,4.244999885559082,15.27400016784668,0.1788447473071803
1985-02-18,0.0,9.86400032043457,2.440000057220459,2.1019999980926514,17.62700080871582,0.21534371012184655
1985-02-19,0.0,9.769000053405762,3.109999895095825,3.1029999256134033,16.43600082397461,0.20106523972956852
