,ET (cm/day),runoff (cm/day)
1994-03-20,0.16811324299684385,0.14239309719606424
1994-03-21,0.23806452900816566,0.1368372942377826
1994-03-22,0.15454572496429578,0.13160499992458277
1994-03-23,0.13211993392273438,0.13782283380077373
1994-03-24,0.11656896884565937,0.23023693549776544
1994-03-25,0.2745537635446191,0.30698792473895337
1994-03-26,0.24960465764856202,0.2594065872161742
1994-03-27,0.35475693801778735,0.19288197483676536
1994-03-28,0.36582393659487283,0.1575842473365252
1994-03-29,0.2971597944501804,0.13786227169654905
1994-03-30,0.22130584558513458,0.125971658689885
1994-03-31,0.23436235417467777,0.11807164672946546
1994-04-01,0.2779389653614352,0.11225274962482613
1994-04-02,0.28009848079777105,0.10756212543475636
1994-04-03,0.2276033257225932,0.10352126541211415
1994-04-04,0.2639849334305237,0.09988713419388302
1994-04-05,0.264367810554133,0.0965338200608637
1994-04-06,0.23059966174214522,0.09339386822525529
1994-04-07,0.216853163662766,0.09042918010478541
1994-04-08,0.17378501729869403,0.08761656191938932
1994-04-09,0.13852903738955732,0.11475974839308499
1994-04-10,0.19290296352411132,0.15681221038361348
1994-04-11,0.2802107044188726,0.1257320782803919
1994-04-12,0.3334784739088769,0.1033245192807956
1994-04-13,0.34789610083865025,0.09102997846804352
1994-04-14,0.21103953190164706,0.08379262278114179
1994-04-15,0.30527251103038094,0.079108157178803
1994-04-16,0.43070656326548656,0.07573435876058358
1994-04-17,0.3142167107977512,0.07305370439432837
1994-04-18,0.32194147183248606,0.07075804838493777
1994-04-19,0.2754520304508021,0.06869255636549847
1994-04-20,0.26742865606698,0.06677844167518968
1994-04-21,0.29238687286810977,0.06497470609272647
1994-04-22,0.29593382270141994,0.06325918916410277
1994-04-23,0.2419688712349374,0.06161917686597801
1994-04-24,0.14062425271868165,0.0790147269252961
1994-04-25,0.21130740730844746,0.15478872566426055
1994-04-26,0.16838718451317325,0.21176673702530188
1994-04-27,0.27546178482231337,0.19636912591059832
1994-04-28,0.2911303085813992,0.13152848858995483
1994-04-29,0.38293382370812507,0.09854713455139207
1994-04-30,0.26604069969206895,0.08134750715083762
1994-05-01,0.2665284398423422,0.07198826530318041
1994-05-02,0.27430505542849787,0.06654136910355868
1994-05-03,0.31692609921111553,0.06306196345684058
1994-05-04,0.22611086345614786,0.06058609216938423
1994-05-05,0.24227238598593437,0.06977841360461885
1994-05-06,0.2763913311204753,0.07887968847722683
1994-05-07,0.22927738125569455,0.07494875359284814
1994-05-08,0.2900669684524902,0.07490597774791717
1994-05-09,0.3542136493071601,0.06426853934851544
1994-05-10,0.3960423773264321,0.05835918907437326
1994-05-11,0.3643089584006296,0.05481221455690466
1994-05-12,0.31112741141182504,0.05245615089807854
1994-05-13,0.25281727660593767,0.05071032988674573
1994-05-14,0.2611486397278058,0.04928644975444942
1994-05-15,0.29727523440643794,0.04804093338838104
1994-05-16,0.19150379002259998,0.07092905376413829
1994-05-17,0.21047825546519883,0.09243144640423624
1994-05-18,0.25132006204742147,0.06933007255793604
1994-05-19,0.27777998347591054,0.057381826410105606
1994-05-20,0.2121947410220527,0.05096690689544805
1994-05-21,0.25741618182404497,0.047305851711859005
1994-05-22,0.283957273077208,0.0450231072578696
1994-05-23,0.3319000737266595,0.04343746225028955
1994-05-24,0.33419006697770887,0.04221122618735219
1994-05-25,0.3188643249810427,0.04117670166219544
1994-05-26,0.27907995910101785,0.04025033333174106
1994-05-27,0.22229532710017072,0.03939022906206213
1994-05-28,0.26755251245881007,0.038575139802105744
1994-05-29,0.2985218048086283,0.03779405709600494
1994-05-30,0.33849959818441633,0.0370410643262541
1994-05-31,0.3793459934791881,0.036312787632386934
1994-06-01,0.3078483402106161,0.0356071332570141
1994-06-02,0.25087174637734216,0.03492266150879748
1994-06-03,0.2857163104490506,0.03425827580700124
1994-06-04,0.2520333462949157,0.0336130677056714
1994-06-05,0.239891521924934,0.0329862391686629
1994-06-06,0.22523341030328156,0.03237706313578747
1994-06-07,0.211030271204685,0.0317848630982979
1994-06-08,0.2681312797995838,0.031209002138769665
1994-06-09,0.29281385059713044,0.030648876708456393
1994-06-10,0.3237543328208939,0.030103912799399824
1994-06-11,0.3444060544071396,0.02957356334853729
1994-06-12,0.2864485887027835,0.029057306295152657
1994-06-13,0.292556448004168,0.028554643002277804
1994-06-14,0.24831500040416946,0.028065096896011072
1994-06-15,0.24125666363643128,0.02758821224787096
1994-06-16,0.21778261657313727,0.02712355306070947
1994-06-17,0.23247953553451725,0.026670702036413908
1994-06-18,0.20259517310586794,0.02622925961255589
1994-06-19,0.25549522400148905,0.025798843059720983
1994-06-20,0.2639868670326407,0.0253790856336592
1994-06-21,0.2203298713084705,0.024969635777718924
1994-06-22,0.21519840222285913,0.02457015637180208
1994-06-23,0.23944866775223603,0.0241803240245728
1994-06-24,0.21062360159019647,0.023799828405998646
1994-06-25,0.24660011903363402,0.023428371617568815
1994-06-26,0.25418285486588127,0.023065667597751638
1994-06-27,0.2392865468601928,0.02271144156044094
1994-06-28,0.3091201709516304,0.02236542946430708
1994-06-29,0.257530509022394,0.022027377511118353
1994-06-30,0.20881897271659908,0.021697041671234957
1994-07-01,0.21078901520385243,0.02137418723460341
1994-07-02,0.20185675233530562,0.02105858838569426
1994-07-03,0.2333024849115767,0.020750027800932744
1994-07-04,0.19749744942452976,0.02044829626727007
1994-07-05,0.22542982957732685,0.02015319232063408
1994-07-06,0.2067344879113313,0.019864521903082234
1994-07-07,0.2685552532504092,0.019582098037557543
1994-07-08,0.2670683024664724,0.019305740519220637
1994-07-09,0.25745982163891656,0.01903527562239796
1994-07-10,0.22748341035610983,0.018770535822248312
1994-07-11,0.220285877356875,0.018511359530307626
1994-07-12,0.2247483623192946,0.018257590843125567
1994-07-13,0.1909077756428039,0.01800907930325731
1994-07-14,0.18089310705069414,0.017765679671920342
1994-07-15,0.16866626401175214,0.017527251712669004
1994-07-16,0.18851575804247253,0.017293659985480003
1994-07-17,0.21162573244783697,0.017064773650679127
1994-07-18,0.21048851890824194,0.016840466282174664
1994-07-19,0.18607996899469015,0.016620615689495157
1994-07-20,0.1802081865331924,0.01640510374815974
1994-07-21,0.15200261863264222,0.01619381623793738
1994-07-22,0.15595094104536833,0.015986642688577888
1994-07-23,0.15324302949604218,0.015783476232622242
1994-07-24,0.127701398070772,0.015584213464922768
1994-07-25,0.13209956082974914,0.015388754308525389
1994-07-26,0.13542044718862825,0.015197001886586209
1994-07-27,0.1627400873317316,0.015008862400013747
1994-07-28,0.14192317375679922,0.014824245010545621
1994-07-29,0.1038102414832552,0.014643061728985258
1994-07-30,0.11678697535208811,0.01446522730833955
1994-07-31,0.11349002888895843,0.014290659141613031
1994-08-01,0.11964977122349207,0.01411927716402775
1994-08-02,0.12613760323244524,0.013951003759450862
1994-08-03,0.11339052876450473,0.013785763670823944
1994-08-04,0.11687847735006747,0.013623483914399319
1994-08-05,0.09963731481380311,0.013464093697599362
1994-08-06,0.10986806065108534,0.013307524340324589
1994-08-07,0.1070196853592504,0.013153709199545859
1994-08-08,0.11390993668381032,0.013002583597024645
1994-08-09,0.11080707825996117,0.012854084750013867
1994-08-10,0.11519670839719699,0.012708151704799248
1994-08-11,0.10900849106028614,0.0125647252729489
1994-08-12,0.10661654405291197,0.01242374797014542
1994-08-13,0.11004560359432598,0.012285163957481473
1994-08-14,0.10997332869115711,0.012148918985105983
1994-08-15,0.09594240504153274,0.012014960338113787
1994-08-16,0.09951420587386893,0.011883236784577103
1994-08-17,0.09812647770021389,0.011753698525622344
1994-08-18,0.08818547393181227,0.011626297147460616
1994-08-19,0.08962270347563499,0.01150098557528495
1994-08-20,0.07868690362684008,0.011377718028951466
1994-08-21,0.07973055676730227,0.011256449980366021
1994-08-22,0.08187965822749649,0.011137138112501527
1994-08-23,0.08615570871192914,0.011019740279974988
1994-08-24,0.08788649001023723,0.010904215471116611
1994-08-25,0.08809787921490352,0.01079052377146677
1994-08-26,0.08494629823863194,0.010678626328639548
1994-08-27,0.08064301677017226,0.010568485318494721
1994-08-28,0.07695413119328115,0.010460063912562585
1994-08-29,0.07046871987144337,0.010353326246668888
1994-08-30,0.07395014802410838,0.010248237390709514
1994-08-31,0.06974588949846112,0.010144763319526899
1994-09-01,0.06616606837252394,0.010042870884842486
1994-09-02,0.0668854660853421,0.009942527788201642
1994-09-03,0.06424662815934788,0.009843702554889375
1994-09-04,0.06773551982490801,0.009746364508777266
1994-09-05,0.07943907482066377,0.009650483748063689
1994-09-06,0.07691107828391049,0.009556031121871244
1994-09-07,0.07504536057726002,0.009462978207666875
1994-09-08,0.0689324039612511,0.009371297289471756
1994-09-09,0.055438430145518365,0.009280961336829456
1994-09-10,0.046104297010286316,0.009191943984502378
1994-09-11,0.058239501340712395,0.009104219512867705
1994-09-12,0.05753870626219912,0.009017762828985433
1994-09-13,0.05352498921169673,0.008932549448312217
1994-09-14,0.054090809603094925,0.008848555477035981
1994-09-15,0.05496313790244669,0.00876575759500724
1994-09-16,0.06344696872414533,0.008684133039244214
1994-09-17,0.06395838593449728,0.008603659587989731
1994-09-18,0.05986318043286556,0.008524315545298925
1994-09-19,0.062163121058599335,0.00844607972613756
1994-09-20,0.05486377953408216,0.008368931441971742
1994-09-21,0.058394330956282915,0.00829285048683053
1994-09-22,0.06225793988765573,0.008217817123823806
1994-09-23,0.053341979175884104,0.008143812072098406
1994-09-24,0.0469877098681866,0.008070816494216334
1994-09-25,0.04934899261048593,0.007998811983939471
1994-09-26,0.04376379522198797,0.007927780554405866
1994-09-27,0.04988446175322462,0.007857704626683308
1994-09-28,0.03710819042688449,0.007788567018686479
1994-09-29,0.03261333153239077,0.007720350934444492
1994-09-30,0.0402851426586738,0.0076530399537062315
1994-10-01,0.035124522179780716,0.007586618021871353
1994-10-02,0.03891621051771443,0.007521069440235342
1994-10-03,0.0420145036245756,0.007456378856537438
1994-10-04,0.03318327692333135,0.007392531255800733
1994-10-05,0.024259644198007625,0.007329511951454159
1994-10-06,0.02607745671467006,0.007267306576726435
1994-10-07,0.027700333116680066,0.007205901076302542
1994-10-08,0.03527064230185648,0.007145281698233547
1994-10-09,0.03451830567177619,0.007085434986091036
1994-10-10,0.031084842640118224,0.0070263477713577195
1994-10-11,0.027770372101105046,0.006968007166046117
1994-10-12,0.025224136834563576,0.00691040055553751
1994-10-13,0.02021978787221822,0.006853515591633683
1994-10-14,0.019389760812126688,0.006797340185814261
1994-10-15,0.017775880926998684,0.006741862502692684
1994-10-16,0.02050630313449635,0.006687070953664159
1994-10-17,0.022062068052552647,0.006632954190739179
1994-10-18,0.021781113464807128,0.0065795011005564145
1994-10-19,0.02247018306680092,0.0065267007985690415
1994-10-20,0.020470672859079105,0.006474542623398774
1994-10-21,0.020479908156936143,0.006423016131352096
1994-10-22,0.020690265583119906,0.006372111091093355
1994-10-23,0.020703728009128362,0.006321817478469644
1994-10-24,0.022752758808748552,0.006272125471482502
1994-10-25,0.020052240538849242,0.006223025445401706
1994-10-26,0.013814697140331261,0.0061745079680165715
1994-10-27,0.012873212023878792,0.006126563795020353
1994-10-28,0.018276774333719537,0.0060791838655234924
1994-10-29,0.027127063742970192,0.006032359297691597
1994-10-30,0.026083232116758448,0.005986081384504228
1994-10-31,0.026205773944981664,0.005940341589630652
1994-11-01,0.02978686764601607,0.005895131543418901
1994-11-02,0.024783468894986393,0.005850443038994566
1994-11-03,0.0239517208657546,0.0058062680284659525
1994-11-04,0.025945986558003824,0.005762598619232205
1994-11-05,0.022686525145430625,0.01525775162232978
1994-11-06,0.02476006449708627,0.0359976884574127
1994-11-07,0.034251114798956574,0.032365983952656725
1994-11-08,0.04286683420446344,0.020437705587597346
1994-11-09,0.037163885045825205,0.04797454729730724
1994-11-10,0.04714253875902244,0.09641978802206574
1994-11-11,0.05267470691732907,0.0821674053261288
1994-11-12,0.0490450115397059,0.04510714929002091
1994-11-13,0.05170940827424375,0.026744344528486907
1994-11-14,0.055757296426919754,0.01762300500949671
1994-11-15,0.05312524849796687,0.02283868518556285
1994-11-16,0.041765623055469596,0.05136286108689745
1994-11-17,0.0395184419623617,0.08424199857041409
1994-11-18,0.0493515848630243,0.09028787682122241
1994-11-19,0.0496600668019786,0.06403849142599248
1994-11-20,0.05695765214841756,0.04195764220153294
1994-11-21,0.05514949441899352,0.03150782955095654
1994-11-22,0.061116688847690746,0.021528535564020495
1994-11-23,0.05931113559836566,0.01652883040104568
1994-11-24,0.053093983254780375,0.013992662057267216
1994-11-25,0.057922417117884845,0.06366706759238852
1994-11-26,0.04518063046529686,0.14476473732936615
1994-11-27,0.050349189684674715,0.13909764150283463
1994-11-28,0.06260892560012547,0.08362405671973801
1994-11-29,0.0664117276218729,0.04990403687196607
1994-11-30,0.0639893814265081,0.033120700886589964
1994-12-01,0.06786145737363676,0.03036509432642423
1994-12-02,0.05896854563733702,0.04356223564953243
1994-12-03,0.05423198180135663,0.052215531776635425
1994-12-04,0.04669842157660612,0.04469705130084365
1994-12-05,0.05318512926037391,0.03204755313771409
1994-12-06,0.040609899592916915,0.030477563448978926
1994-12-07,0.0425756595443408,0.03556022466671103
1994-12-08,0.04841056089073604,0.031780372149908705
1994-12-09,0.05578990133682033,0.02441704035328741
1994-12-10,0.05483286151903757,0.020660352511125364
1994-12-11,0.042013926817972676,0.020578643242925656
1994-12-12,0.0419832956025338,0.09137170428166524
1994-12-13,0.04720523995360282,0.16072990779759275
1994-12-14,0.05060106045786803,0.14797319074232415
1994-12-15,0.0592225626465648,0.14866325761233465
1994-12-16,0.06113008010729467,0.2272425902459856
1994-12-17,0.056605003065331456,0.29945068478081305
1994-12-18,0.06864729961558534,0.2976425672920963
1994-12-19,0.06509868514848104,0.3217084341934486
1994-12-20,0.07927601384872923,0.22320528907199222
1994-12-21,0.08156206043012325,0.13605081288953272
1994-12-22,0.09169664982426888,0.09238930454295598
1994-12-23,0.09004504381309641,0.07022664537321165
1994-12-24,0.08071513508404354,0.19006708149728835
1994-12-25,0.06749509567535944,0.375396263281287
1994-12-26,0.0710881707738952,0.2822963347783521
1994-12-27,0.07361157373794601,0.17435189409990637
1994-12-28,0.08404194659932934,0.36496502624407184
1994-12-29,0.08386173397150283,0.6020904539264218
1994-12-30,0.07851345186203496,0.45322014777535974
1994-12-31,0.07284974450309216,0.2797182920653542
1995-01-01,0.08172843381689086,0.2370991999137244
1995-01-02,0.0745049258754338,0.35625770292025427
1995-01-03,0.0923782207699035,0.3582004872734206
1995-01-04,0.05664011318255857,0.2831689261076357
1995-01-05,0.04282119217447656,0.38405004505837465
1995-01-06,0.06958983842535828,0.6250036517762895
1995-01-07,0.0803758741358071,1.0836096886607047
1995-01-08,0.07301124070892767,2.1496159847252847
1995-01-09,0.07900132249482239,3.7688690110560845
1995-01-10,0.08484542306900546,5.14779891163542
1995-01-11,0.07279551322188756,5.48510588393615
1995-01-12,0.06315778785165287,5.2189929122793055
1995-01-13,0.0643778752647962,5.091757449858224
1995-01-14,0.07728285858566386,5.415324244369214
1995-01-15,0.09674502886838555,5.669802939212271
1995-01-16,0.08003938777922052,4.926934668457494
1995-01-17,0.07336971547821548,3.803921102632694
1995-01-18,0.06760253668944292,2.9351887469736844
1995-01-19,0.07039415493292345,2.3500945672574507
1995-01-20,0.09829247700038045,1.9401116873699877
1995-01-21,0.09014920838665079,1.6377601316831152
1995-01-22,0.10991482804183329,1.4297856071548558
1995-01-23,0.0812068947661867,1.5265371975978146
1995-01-24,0.08378503815765477,1.7933364522055462
1995-01-25,0.0858749322940023,1.7541740838916209
1995-01-26,0.07479388055665594,1.692112373563069
1995-01-27,0.0751903837393963,1.8266132132232606
1995-01-28,0.07851689277671976,1.9070384054767187
1995-01-29,0.0857666910672334,1.9782464896701282
1995-01-30,0.08817725400676808,2.5289251532386037
1995-01-31,0.09891141873417542,3.320925082533386
1995-02-01,0.0929391872315732,3.7098022236628183
1995-02-02,0.12281673491673793,3.5097715216223864
1995-02-03,0.16359459366285445,2.7532246092008705
1995-02-04,0.1750926282931992,2.0901521511684855
1995-02-05,0.1053796900742796,1.6711022214802684
1995-02-06,0.1261721048785835,1.3896605924161953
1995-02-07,0.12053584419648888,1.1892995090857894
1995-02-08,0.13774687017905854,1.0389447597310868
1995-02-09,0.14810320926773965,0.9210307005917766
1995-02-10,0.14504273064858222,0.8253095019175757
1995-02-11,0.13858446561933266,0.7455653632477829
1995-02-12,0.14679924031154298,0.6778512265689063
1995-02-13,0.11482526873977504,0.6314283527261567
1995-02-14,0.11174349513864688,0.608457563738623
1995-02-15,0.11779347662922283,0.5588271386784777
1995-02-16,0.1427344166666984,0.5060258312163713
1995-02-17,0.12581954165822787,0.4639091147353309
1995-02-18,0.12264426543873364,0.44291639888410866
1995-02-19,0.1773452675809334,0.42454011653516127
1995-02-20,0.19505795871371454,0.3868468764633107
1995-02-21,0.21059991910495468,0.3573662399517484
1995-02-22,0.19667377895975613,0.33293736979200844
1995-02-23,0.23484797227923407,0.3118737662793046
1995-02-24,0.21068162860930686,0.29323928457711124
1995-02-25,0.17548633012097395,0.2764847952914035
1995-02-26,0.20051320179613774,0.26126502175465605
1995-02-27,0.19064257835514117,0.24734556297579838
1995-02-28,0.15792904240223582,0.23455516448792238
1995-03-01,0.13167243928627909,0.2227607754778743
1995-03-02,0.11838300961184893,0.2480266704803603
1995-03-03,0.16081216386389563,0.3516926682603909
1995-03-04,0.11505829445128413,0.47314571773690517
1995-03-05,0.14496643716642746,0.5096625449742366
1995-03-06,0.16238212747868935,0.3632595197563228
1995-03-07,0.21068526100805152,0.28543859699362867
1995-03-08,0.21752085500266707,0.26933999007943255
1995-03-09,0.1818161521484641,2.0985001477493745
1995-03-10,0.1484497406777537,3.391296169920013
1995-03-11,0.13857164192455781,3.4142756944650494
1995-03-12,0.15627252099396197,3.5359479486531504
1995-03-13,0.1426339844391442,2.7556269233725215
1995-03-14,0.13013402131730467,3.142000922581411
1995-03-15,0.18834518697423822,3.6090653436136457
1995-03-16,0.21903742140993254,2.982612980676244
1995-03-17,0.2662741092761198,2.2001069058699834
1995-03-18,0.22942857423882637,1.906845526855349
1995-03-19,0.18513648453978246,1.8178307396286304
1995-03-20,0.1715184181043753,2.1098077467390848
1995-03-21,0.15403049668029814,2.4886611265022345
1995-03-22,0.12355652227089732,2.526532631515679
1995-03-23,0.10828188900238822,2.7140903550735076
1995-03-24,0.1443406890632614,2.4950130078830712
1995-03-25,0.18265243639513937,2.0594446372430006
1995-03-26,0.24817247712235713,1.6048055545393713
1995-03-27,0.27002528224545647,1.3140836623559267
1995-03-28,0.3155430599637486,1.11559772205398
1995-03-29,0.3415019459143653,0.9713961101209124
1995-03-30,0.33580834633053347,0.8608120258374923
1995-03-31,0.33681008613238017,0.7722620881143953
1995-04-01,0.2995037310695983,0.699018654767596
1995-04-02,0.31212035111481673,0.6369971251237033
1995-04-03,0.37490790125576706,0.5835864214827735
1995-04-04,0.36821331695417175,0.5370239843528163
1995-04-05,0.3223855716141807,0.4960564141977512
1995-04-06,0.17048230528745212,0.5310864697358788
1995-04-07,0.17438723664398567,0.908330490156508
1995-04-08,0.21050301387074974,1.536986753175641
1995-04-09,0.2085600801230955,1.37282354275289
1995-04-10,0.2537536992067459,0.9935312840998419
1995-04-11,0.33178690141720074,0.7578532620267276
1995-04-12,0.3231407603372077,0.621008039488236
1995-04-13,0.2355839646389537,0.8965846215716752
1995-04-14,0.2423903441116251,1.2284904696484247
1995-04-15,0.23301347005272519,0.8773649360230875
1995-04-16,0.18428222070264624,0.7033823216449013
1995-04-17,0.3136708256870819,0.6040534717892
1995-04-18,0.27349246338855826,0.517791056465844
1995-04-19,0.2772946857012701,0.4626462165154148
1995-04-20,0.27979658825972925,0.43245886809906947
1995-04-21,0.24038082414381176,0.40953397354305193
1995-04-22,0.3492356056259684,0.371073647552421
1995-04-23,0.4354612972076392,0.34196332988023487
1995-04-24,0.4873954708999431,0.3183812856293826
1995-04-25,0.4641883020137165,0.29832557399920917
1995-04-26,0.3604449935850929,0.28071390088175163
1995-04-27,0.32850105447683126,0.27967297804258606
1995-04-28,0.2052494410005797,0.28805295707857015
1995-04-29,0.19892913403925458,0.3294578662757011
1995-04-30,0.2623602207279132,0.3632854905515897
1995-05-01,0.2999791653544645,0.36749760457442116
1995-05-02,0.28559088382321557,0.364014170099628
1995-05-03,0.3390634805969129,0.29220371957385183
1995-05-04,0.3109490833798152,0.2496514499843996
1995-05-05,0.28700118500583954,0.22361464928872946
1995-05-06,0.24551763706194463,0.20611093267323044
1995-05-07,0.3165382973354403,0.19315256975916553
1995-05-08,0.3070933755104859,0.1827340402680365
1995-05-09,0.257771019921548,0.17383566655153335
1995-05-10,0.271153665052519,0.16592940060211148
1995-05-11,0.27561706212097076,0.15873339160970737
1995-05-12,0.30262572522617986,0.15208995435818662
1995-05-13,0.2456173974950939,0.20003455585663857
1995-05-14,0.34896373625597804,0.24459686707835673
1995-05-15,0.3547047852073501,0.19197758381990812
1995-05-16,0.2871519487404595,0.1631850284669493
1995-05-17,0.28332899182375576,0.14634271171018728
1995-05-18,0.3351180157707833,0.1355642882799927
1995-05-19,0.3737386817934014,0.1279246449564932
1995-05-20,0.46930026758476867,0.12196512400110303
1995-05-21,0.4065698405618104,0.11695416241605873
1995-05-22,0.3749372837655364,0.11252115896240139
1995-05-23,0.35473739810557436,0.10847504379809414
1995-05-24,0.3293309291155823,0.10471432571444529
1995-05-25,0.3552279169413179,0.1011824634597479
1995-05-26,0.4374776979439294,0.09784569929507426
1995-05-27,0.36604960421136373,0.09468202755811524
1995-05-28,0.3541773775108745,0.0916756853397378
1995-05-29,0.3974929932917755,0.08881438369664556
1995-05-30,0.3242993863039924,0.08608790074141692
1995-05-31,0.4146856246804606,0.08348735310820234
1995-06-01,0.40602638683689296,0.08100480675881344
1995-06-02,0.3667741946200731,0.07863305879966637
1995-06-03,0.23630334460388835,0.07636550659225165
1995-06-04,0.2891026237419941,0.07419606239490013
1995-06-05,0.32447669208916136,0.07211909259200923
1995-06-06,0.2734750777159634,0.07012937091046424
1995-06-07,0.26111626091782675,0.06822204017392307
1995-06-08,0.25203956750705586,0.06639257972098131
1995-06-09,0.32459770268726335,0.0646367769097649
1995-06-10,0.26014844467059417,0.06295070179192726
1995-06-11,0.2695916740760835,0.06133068438205682
1995-06-12,0.2859006173521241,0.059773294132293674
1995-06-13,0.29367679055703644,0.05827532132512359
1995-06-14,0.28965927298375105,0.0568337601590343
1995-06-15,0.18454157954057382,0.13013468635406364
1995-06-16,0.18834225291443027,0.19552695204010653
1995-06-17,0.2747119712647404,0.12773262277931344
1995-06-18,0.2166699909951686,0.09510550278183565
1995-06-19,0.20673405832067193,0.0807336466517863
1995-06-20,0.22486991714861218,0.06885682213317093
1995-06-21,0.335921352629974,0.062271918164952
1995-06-22,0.3450091026173434,0.05833141416741491
1995-06-23,0.37176079626028796,0.05572423981187783
1995-06-24,0.36234670249920004,0.053800465474089544
1995-06-25,0.3830617368904168,0.05223734941736696
1995-06-26,0.43825912282371265,0.05087412098213897
1995-06-27,0.40294542398325445,0.04963022462214168
1995-06-28,0.3566337569922595,0.04846485828788438
1995-06-29,0.37684145604732283,0.04735694620664227
1995-06-30,0.2785138180988095,0.04629522429843308
1995-07-01,0.30887316032236783,0.045273330388425646
1995-07-02,0.31125116422121046,0.04428737143768547
1995-07-03,0.34252348128319726,0.043334716818985874
1995-07-04,0.3067159822848708,0.04241339853673993
1995-07-05,0.31010923057843587,0.041521811995932835
1995-07-06,0.36025834467610157,0.04065856567865326
1995-07-07,0.2968600166477424,0.03982240467196852
1995-07-08,0.29548436504990777,0.039012170891721605
1995-07-09,0.2903331996983714,0.03822678160365716
1995-07-10,0.2627001045285358,0.03746521712626161
1995-07-11,0.24200971440915642,0.036726513194350136
1995-07-12,0.21113089751252723,0.03600975573695592
1995-07-13,0.18611907480524537,0.0353140769494091
1995-07-14,0.2594270684902868,0.0346386520975793
1995-07-15,0.2584823645476149,0.033982696769083165
1995-07-16,0.3612136882383267,0.03334546442384939
1995-07-17,0.3330150823784997,0.03272624416506852
1995-07-18,0.2691578375129474,0.03212435868601864
1995-07-19,0.2252192506725408,0.03153916236576604
1995-07-20,0.23110813837988428,0.0309700394958162
1995-07-21,0.23335016012393986,0.030416402624657838
1995-07-22,0.1954954091306498,0.02987769100989193
1995-07-23,0.1925012544984371,0.029353369169309546
1995-07-24,0.18678877527210883,0.028842925523392737
1995-07-25,0.19196837934761243,0.0283458711225202
1995-07-26,0.18894560833581295,0.027861738452795035
1995-07-27,0.24183535282465932,0.027390080314941417
1995-07-28,0.26162142130379024,0.026930468771175785
1995-07-29,0.252929775682768,0.026482494155365133
1995-07-30,0.2353968291314549,0.02604576414215116
1995-07-31,0.2556571923558632,0.025619902871050957
1995-08-01,0.25431251940605276,0.025204550121847785
1995-08-02,0.22775650417901258,0.024799360537862133
1995-08-03,0.2097204820011482,0.02440400289394681
1995-08-04,0.17448535381975014,0.024018159406282404
1995-08-05,0.218928627914433,0.023641525081263076
1995-08-06,0.17052495313027238,0.023273807100958856
1995-08-07,0.15887187867599514,0.022914724242821524
1995-08-08,0.14183317405215262,0.02256400633146717
1995-08-09,0.154774177108758,0.022221393720521843
1995-08-10,0.161627527424324,0.021886636802658118
1995-08-11,0.12263322476163328,0.021559495546080484
1995-08-12,0.13409098556917826,0.021239739055837915
1995-08-13,0.13769211385819183,0.020927145158453078
1995-08-14,0.13977030779672248,0.020621500008460403
1995-08-15,0.15202711340130695,0.020322597715540222
1995-08-16,0.1297656988909839,0.020030239991024133
1995-08-17,0.12672956700487895,0.01974423581262816
1995-08-18,0.12958376699988308,0.0194644011063459
1995-08-19,0.12469785955126796,0.01919055844450338
1995-08-20,0.1598410164149123,0.018922536759042926
1995-08-21,0.15917954296099598,0.018660171069162883
1995-08-22,0.1325855401475946,0.018403302222496466
1995-08-23,0.13732059580445824,0.018151776649064782
1995-08-24,0.1124873955331402,0.01790544612728742
1995-08-25,0.11089416982139533,0.01766416756137904
1995-08-26,0.09974389984295991,0.017427802769502173
1995-08-27,0.0991368485723545,0.017196218282085358
1995-08-28,0.08327389290948778,0.01696928514975227
1995-08-29,0.09015748804741523,0.01674687876034095
1995-08-30,0.10287569453122784,0.01652887866452423
1995-08-31,0.08676994158583963,0.01631516840957155
1995-09-01,0.11166173962929277,0.01610563538082005
1995-09-02,0.10253673670568496,0.01590017065044835
1995-09-03,0.0922717175558135,0.015698668833170653
1995-09-04,0.08792226955278765,0.015501027948490835
1995-09-05,0.08873581170225665,0.015307149289177605
1995-09-06,0.0916959879154023,0.015116937295641024
1995-09-07,0.09713279424532456,0.014930299435909428
1995-09-08,0.0880502268205111,0.014747146090922631
1995-09-09,0.10643451520395475,0.014567390444873693
1995-09-10,0.09242317342472067,0.014390948380346423
1995-09-11,0.08073106506060657,0.014217738378010132
1995-09-12,0.09112152412528994,0.014047681420646297
1995-09-13,0.08979326474467454,0.013880700901294327
1995-09-14,0.09413565941804504,0.013716722535315301
1995-09-15,0.08142252907840121,0.013555674276183585
1995-09-16,0.06380740973487582,0.0133974862348265
1995-09-17,0.08104106554236588,0.013242090602341994
1995-09-18,0.07433039468295007,0.01308942157593331
1995-09-19,0.07541283085924665,0.012939415287908327
1995-09-20,0.08918131202711732,0.012792009737599258
1995-09-21,0.08317313782164455,0.012647144726066019
1995-09-22,0.07763883179585056,0.012504761793453771
1995-09-23,0.06325660053211866,0.012364804158881864
1995-09-24,0.06190687274572262,0.012227216662747715
1995-09-25,0.054815395654742416,0.012091945711335298
1995-09-26,0.04892369968549067,0.011958939223623405
1995-09-27,0.05220609832271975,0.011828146580194284
1995-09-28,0.04806583195050731,0.011699518574148244
1995-09-29,0.04816584970046759,0.01157300736393461
1995-09-30,0.05283390579362087,0.011448566428013828
