,ET (cm/day),runoff (cm/day)
1985-05-02,0.2879780853946294,0.017833876730580202
1985-05-03,0.2704192730636264,0.01759405928895583
1985-05-04,0.20922085020130224,0.017359115840317088
1985-05-05,0.23117600164845334,0.017128914264030175
1985-05-06,0.2331373519074139,0.016903326905704754
1985-05-07,0.21163442657133588,0.016682230396364076
1985-05-08,0.22422998945497205,0.01646550548029595
1985-05-09,0.22956872968643907,0.016253036851022893
1985-05-10,0.22004724475902218,0.01604471299491265
1985-05-11,0.1822490218174023,0.015840426042002708
1985-05-12,0.2324206129041718,0.015640071623649793
1985-05-13,0.2697455956730885,0.015443548736643989
1985-05-14,0.23365106973886193,0.015250759613450853
1985-05-15,0.244971780385028,0.015061609598266135
1985-05-16,0.33483719687141617,0.014876007028586184
1985-05-17,0.20089699507947278,0.014693863122014567
1985-05-18,0.25034120078865163,0.014515091868041508
1985-05-19,0.24164215761276728,0.014339609924547463
1985-05-20,0.2304710455875235,0.014167336518796309
1985-05-21,0.25533970821261104,0.013998193352696536
1985-05-22,0.2681200666689907,0.013832104512121114
1985-05-23,0.25792100901054926,0.013668996380088297
1985-05-24,0.18261165220368447,0.013508797553616286
1985-05-25,0.18336682805249951,0.01335143876407488
1985-05-26,0.1758647887086214,0.013196852800866793
1985-05-27,0.15170886157114882,0.013044974438280281
1985-05-28,0.16773693539218873,0.012895740365363069
1985-05-29,0.15221849766534004,0.012749089118675658
1985-05-30,0.22048667726177615,0.017331302576500094
1985-05-31,0.20352603317127316,0.01486293251599872
1985-06-01,0.1763161268311341,0.02390922247351619
1985-06-02,0.22075135477073746,0.03168847650981693
1985-06-03,0.23728702902841114,0.02206819721379301
1985-06-04,0.21681979744944183,0.017238424383657792
1985-06-05,0.2293083460761098,0.014778892579068503
1985-06-06,0.23252837504387977,0.013492813053853511
1985-06-07,0.2820998778084695,0.012788289032402235
1985-06-08,0.26153142251801076,0.014376819992058412
1985-06-09,0.2763788344277027,0.020173090154344615
1985-06-10,0.2781613248301176,0.016009616156678747
1985-06-11,0.31617652285743714,0.013884512899924414
1985-06-12,0.30984393724097714,0.012768626373858193
1985-06-13,0.2804763716368765,0.012152958990447183
1985-06-14,0.28428797444463033,0.011785744352266555
1985-06-15,0.2212330316182686,0.01154243589646175
1985-06-16,0.28236579251279287,0.011361409826235088
1985-06-17,0.2969531600145758,0.011212164831621898
1985-06-18,0.2697380777185197,0.011079593660791193
1985-06-19,0.23170295802090954,0.01095620370317805
1985-06-20,0.23994842605696767,0.01083826918685569
1985-06-21,0.24992907185535376,0.010723927990688699
1985-06-22,0.2330978853595289,0.010612240286879062
1985-06-23,0.20834185245382497,0.010502722917753426
1985-06-24,0.1970428578992672,0.010395119077419962
1985-06-25,0.20888856027813243,0.010289284378737842
1985-06-26,0.22249431314545454,0.010185130486412296
1985-06-27,0.19634971241870416,0.01008259722347927
1985-06-28,0.1962103966117558,0.009981638761538522
1985-06-29,0.18981672573792677,0.009882216777432158
1985-06-30,0.18305068436020303,0.009784297056053305
1985-07-01,0.22016182851828628,0.009687847798082017
1985-07-02,0.19737893085656313,0.009592838771414822
1985-07-03,0.19665101509463775,0.009499240880297027
1985-07-04,0.18086863682849327,0.009407025941442828
1985-07-05,0.1861250000007045,0.009316166562906578
1985-07-06,0.17649302468173375,0.009226636074134173
1985-07-07,0.17186671681408203,0.00913840848167311
1985-07-08,0.17452017540304868,0.009051458437904647
1985-07-09,0.1856129773730418,0.0089657612165351
1985-07-10,0.18165405118109235,0.008881292691736174
1985-07-11,0.13789099271606986,0.008798029319384343
1985-07-12,0.14886155623642497,0.00871594811962133
1985-07-13,0.150061552691893,0.008635026660340125
1985-07-14,0.1450417709651689,0.008555243041390543
1985-07-15,0.14320960938166002,0.008476575879392562
1985-07-16,0.13578597447971497,0.008399004293092654
1985-07-17,0.13946686292566302,0.008322507889222045
1985-07-18,0.1355384684243383,0.008247066748827829
1985-07-19,0.12965232014492947,0.008172661414054283
1985-07-20,0.12473577574664026,0.008099272875355149
1985-07-21,0.0972118583331973,0.008026882559119743
1985-07-22,0.08156369736516908,0.00795547231569705
1985-07-23,0.12857500967128702,0.007885024407802975
1985-07-24,0.12308096512049249,0.007815521499296589
1985-07-25,0.14330759152138428,0.007746946644311966
1985-07-26,0.12297486899167753,0.007679283276732716
1985-07-27,0.11811537556750316,0.007612515199996897
1985-07-28,0.09860463316932795,0.007546626577220467
1985-07-29,0.09174720563191589,0.007481601921627942
1985-07-30,0.06835220107671387,0.007417426087279384
1985-07-31,0.0683033489820506,0.007354084260083199
1985-08-01,0.07657172971858958,0.007291561949084813
1985-08-02,0.08838468028702441,0.007229844978021447
1985-08-03,0.09363796707476672,0.007168919477133848
1985-08-04,0.0964668864613517,0.007108771875225986
1985-08-05,0.08220588407600411,0.007049388891964177
1985-08-06,0.07906278225897533,0.006990757530407441
1985-08-07,0.0725235454356985,0.006932865069761124
1985-08-08,0.07762897351352262,0.006875699058346217
1985-08-09,0.08042726635095164,0.006819247306777053
1985-08-10,0.08949428562124646,0.00676349788134033
1985-08-11,0.08412586633531267,0.00670843909756868
1985-08-12,0.08439953742275529,0.0066540595140023
1985-08-13,0.06437973277169341,0.006600347926132348
1985-08-14,0.06612386269062939,0.006547293360520065
1985-08-15,0.06688160501475264,0.006494885069085826
1985-08-16,0.06277740906651742,0.006443112523562527
1985-08-17,0.05858665834010703,0.006391965410107877
1985-08-18,0.04930116409296145,0.0063414336240704755
1985-08-19,0.05211267366686062,0.006291507264904597
1985-08-20,0.049526465482358485,0.0062421766312289245
1985-08-21,0.05801343412204047,0.0061934322160245485
1985-08-22,0.06584693846288302,0.006145264701967777
1985-08-23,0.06483979607028857,0.006097664956893449
1985-08-24,0.062334732354183214,0.006050624029384558
1985-08-25,0.06192522768088924,0.006004133144484205
1985-08-26,0.05535970270665721,0.005958183699526017
1985-08-27,0.050082827933632924,0.0059127672600792726
1985-08-28,0.04887499439308249,0.00586787555600516
1985-08-29,0.05046441479245218,0.005823500477620688
1985-08-30,0.04961715301571206,0.005779634071966892
1985-08-31,0.05110394533186272,0.005736268539178115
1985-09-01,0.04931125079510976,0.005693396228949234
1985-09-02,0.062474976791323834,0.005651009637097827
1985-09-03,0.1065059940998007,0.007424329769816824
1985-09-04,0.10498439589970036,0.006481175089069991
1985-09-05,0.08492403543811577,0.005994058351284901
1985-09-06,0.07926611538542001,0.005732716179555497
1985-09-07,0.0829407288511564,0.005583263885861445
1985-09-08,0.0650618389255086,0.005601497247147255
1985-09-09,0.08530251104588227,0.009369896368197997
1985-09-10,0.0829918675137816,0.013977345831303542
1985-09-11,0.08845377713837788,0.012943132987344562
1985-09-12,0.09053562876404808,0.00916916742024062
1985-09-13,0.08735622448204157,0.007282528889908805
1985-09-14,0.08327200232752054,0.006329483566953731
1985-09-15,0.08864699953182897,0.0058383798231249106
1985-09-16,0.09858497170798886,0.0055759566024749865
1985-09-17,0.09763717164750658,0.005426847132467774
1985-09-18,0.0877648755355855,0.005333990761227943
1985-09-19,0.0945821064791621,0.005269163469484957
1985-09-20,0.09288487685452897,0.0052184032215775505
1985-09-21,0.09388519410721041,0.005174801713776589
1985-09-22,0.09471724374272511,0.005134939330478767
1985-09-23,0.10057661403442271,0.005097121945144463
1985-09-24,0.0944332858275498,0.005060508875676655
1985-09-25,0.0959792828738696,0.00502468158702925
1985-09-26,0.0816014954263672,0.00498943037882935
1985-09-27,0.06491483927226993,0.004954648884192555
1985-09-28,0.05905007111923563,0.0049202818898890725
1985-09-29,0.050206274039172945,0.004886299528235033
1985-09-30,0.053702665656224065,0.004852684511945327
1985-10-01,0.059293146399630174,0.004819425819800607
1985-10-02,0.05763539223388103,0.004786515572781272
1985-10-03,0.07777737507997867,0.004753947488164663
1985-10-04,0.08081749245746787,0.004721716114072794
1985-10-05,0.07887693304916252,0.004689816450036262
1985-10-06,0.07253909398652932,0.004658243758494599
1985-10-07,0.040211787304273015,0.004626993470750007
1985-10-08,0.0450387893664595,0.004596061139655443
1985-10-09,0.049910216155580035,0.00456544241543565
1985-10-10,0.053919605606404776,0.0045351330329678466
1985-10-11,0.04910941284852018,0.00450512880474826
1985-10-12,0.04142018419660925,0.004475425616688312
1985-10-13,0.04677232421178775,0.004446019425327483
1985-10-14,0.04646792084104836,0.004416906255763463
1985-10-15,0.05158208476819406,0.004388082199953317
1985-10-16,0.044133717578750654,0.004359543415213917
1985-10-17,0.042267349391972985,0.004331286122836315
1985-10-18,0.03641244928677728,0.004303306606771413
1985-10-19,0.026764830681431845,0.004275601212365486
1985-10-20,0.0335625364334958,0.005298745294320222
1985-10-21,0.04772540883637508,0.036711080427008845
1985-10-22,0.05696710941501019,0.09219527316555447
1985-10-23,0.06377176868581057,0.14200515142293677
1985-10-24,0.09930676552947922,0.1355525357129466
1985-10-25,0.11230135356984362,0.07551344892879103
1985-10-26,0.11562980591173459,0.04177815139425737
1985-10-27,0.10433585842041553,0.02505888363045967
1985-10-28,0.11189678425761383,0.016750614863595793
1985-10-29,0.09382962285367635,0.012601592452007744
1985-10-30,0.09329305429782779,0.010509947132439919
1985-10-31,0.0981136983659439,0.009436344609519205
1985-11-01,0.09990731467682053,0.008866784707413205
1985-11-02,0.08929689509575485,0.008547049393598936
1985-11-03,0.08630660857989421,0.008351397028711465
1985-11-04,0.07891593901886325,0.008217627510501218
1985-11-05,0.078292416683729,0.008114967748263742
1985-11-06,0.0862855591124627,0.008028188404625245
1985-11-07,0.07785058545548619,0.007949748197827178
1985-11-08,0.06401872492748699,0.007875908521897027
1985-11-09,0.05337579704994377,0.00923279668026284
1985-11-10,0.04807262239839528,0.038859174505489646
1985-11-11,0.05768683592893053,0.05156659312260706
1985-11-12,0.05843915300063385,0.03243404693838461
1985-11-13,0.05970104242740624,0.020467061379820486
1985-11-14,0.05947337455779373,0.01450795300800225
1985-11-15,0.0587872716628103,0.011774977142752571
1985-11-16,0.05451085686219325,0.022494857643768615
1985-11-17,0.06289042546888635,0.029308283548063013
1985-11-18,0.057590491779049326,0.020996454507662136
1985-11-19,0.044916677628841994,0.014877011272064975
1985-11-20,0.04413280610898505,0.011808448419706533
1985-11-21,0.053590996041019585,0.010249264535618828
1985-11-22,0.04955901359074424,0.00943716056955825
1985-11-23,0.035759678946287794,0.01154435618602761
1985-11-24,0.040751025575451065,0.03094086909260943
1985-11-25,0.06049737045701295,0.04673767853479788
1985-11-26,0.051864018311110295,0.03765816670977002
1985-11-27,0.042791042404872935,0.028094793305338844
1985-11-28,0.04725896190159257,0.08599870718234358
1985-11-29,0.06387470270479172,0.16248113564322159
1985-11-30,0.0662307812041536,0.13747639059896974
1985-12-01,0.07187656910351221,0.07562949448320719
1985-12-02,0.07720217742424558,0.11391990875849496
1985-12-03,0.06386882820402907,0.2235866687492717
1985-12-04,0.07344779720253014,0.2390277015201517
1985-12-05,0.07674450144540723,0.1974078285088845
1985-12-06,0.07467866939866713,0.21187241932484277
1985-12-07,0.08275795397555696,0.2294200181880752
1985-12-08,0.07079874316664643,0.25663274423703325
1985-12-09,0.0715091010130025,0.33358305114979175
1985-12-10,0.09377157894882872,0.22273540961574145
1985-12-11,0.0719995065640402,0.13520590519576242
1985-12-12,0.06713758778335961,0.09138103695455113
1985-12-13,0.06497473199317973,0.06915814959043863
1985-12-14,0.07784608622245025,0.05763256187511617
1985-12-15,0.07625287086893666,0.051415539195296435
1985-12-16,0.08117040925787555,0.04784173217346722
1985-12-17,0.09043429620367645,0.045591972501291746
1985-12-18,0.0928801416851609,0.044012908536046336
1985-12-19,0.08600658708210333,0.0427806065254118
1985-12-20,0.08891397754898368,0.04173415221394
1985-12-21,0.09109000963416575,0.040793325289153214
1985-12-22,0.11255665668746119,0.03991786420132983
1985-12-23,0.08478719328016109,0.039087308486407464
1985-12-24,0.0974325370910381,0.03829102283957716
1985-12-25,0.09907867298074113,0.037523259300855066
1985-12-26,0.10006262610408041,0.036780712456293656
1985-12-27,0.07776679315637529,0.03606130830718604
1985-12-28,0.08202510268911543,0.035363603661017574
1985-12-29,0.08113645375599943,0.03468648769928037
1985-12-30,0.07187359970780875,0.03402903314520936
1985-12-31,0.059948380916781986,0.03339042153024773
1986-01-01,0.07077011858236239,0.03276990519588177
1986-01-02,0.07021935802317256,0.04028516226863207
1986-01-03,0.06668997310801106,0.09082630405801112
1986-01-04,0.08187342485996864,0.15514675662592856
1986-01-05,0.09807236575836727,0.3899997890195397
1986-01-06,0.10075293214624283,0.6013123509546078
1986-01-07,0.09334562968956779,0.5168276698318816
1986-01-08,0.11053878698599728,0.29643134766217005
1986-01-09,0.1025632739136284,0.1865178239615127
1986-01-10,0.10392729145425533,0.13105123893588413
1986-01-11,0.09849582492410462,0.10251465239316233
1986-01-12,0.10635278258795365,0.08733853939816555
1986-01-13,0.12369266048712453,0.07881626376203747
1986-01-14,0.09591541656926368,0.10197520159013533
1986-01-15,0.09267002562596675,0.5911524041331576
1986-01-16,0.09179849536822327,1.4731233886553021
1986-01-17,0.06872390372378256,2.4115005870059405
1986-01-18,0.08753851994161961,2.600763928051686
1986-01-19,0.09920566639006845,1.8736498580058345
1986-01-20,0.10146682005182417,1.372617847184954
1986-01-21,0.0953460189104232,1.0646841301273342
1986-01-22,0.09735337547541915,0.8208572350459745
1986-01-23,0.09071785502659946,0.8427322194077926
1986-01-24,0.11271439292941454,0.9783515763347009
1986-01-25,0.10962878936394783,0.9104964237252937
1986-01-26,0.13155761191863338,0.6990386952544352
1986-01-27,0.13571971304225597,0.5761630732805195
1986-01-28,0.14513927212951414,0.4991322026022577
1986-01-29,0.10742058034748692,0.48467183202296565
1986-01-30,0.07682359906293812,0.9764141773853021
1986-01-31,0.09275480025637946,1.4641027406218354
1986-02-01,0.08671526861625527,1.5941348256268262
1986-02-02,0.07965353227745552,1.9949071253319193
1986-02-03,0.08711351018386038,2.6559016783549505
1986-02-04,0.08937592602694576,2.8642756520916475
1986-02-05,0.10770005474150406,2.321327031579456
1986-02-06,0.1312029248739264,1.6746140929447932
1986-02-07,0.12738488130271014,1.2932213042226577
1986-02-08,0.12726905486025375,1.057920130087383
1986-02-09,0.13530715889955428,0.9019356437871983
1986-02-10,0.14695930277186525,0.7908694916731825
1986-02-11,0.15618176890765023,0.7065711548010025
1986-02-12,0.08633333498894734,0.6620262817422687
1986-02-13,0.0879722510141313,1.0484534573122042
1986-02-14,0.14689949783392744,1.5747001088559751
1986-02-15,0.1288969510831741,2.146127540772662
1986-02-16,0.1087270719182863,3.1965245942993725
1986-02-17,0.12333952210997338,4.576562552519227
1986-02-18,0.10777377615850037,5.909892808470299
1986-02-19,0.11376437864715534,6.38934860341012
1986-02-20,0.0973099960007639,6.205375505753324
1986-02-21,0.12380451864540432,5.402763119890333
1986-02-22,0.12453526853735292,4.506723733913049
1986-02-23,0.15378008734155837,3.9389970153510805
1986-02-24,0.20650126197336152,3.2283182545549405
1986-02-25,0.19618533331598262,2.542481544244628
1986-02-26,0.20183543093419035,2.0704959571753823
1986-02-27,0.2618069922095689,1.7321315436545313
1986-02-28,0.2385336738279263,1.4798474456270023
1986-03-01,0.2763495248870274,1.2849888537781877
1986-03-02,0.22119608574391572,1.1299327765464025
1986-03-03,0.2338921759858202,1.0035387397444528
1986-03-04,0.24527913264466653,0.8985221331069372
1986-03-05,0.2509851914461036,0.8099398131347201
1986-03-06,0.21832093624903837,0.7343113771813977
1986-03-07,0.22800790377222271,0.7698746871979644
1986-03-08,0.2035942789451134,1.7303593117707161
1986-03-09,0.1800165587385747,2.6827603891324383
1986-03-10,0.16749530261759574,2.5806079148461616
1986-03-11,0.17384205666814878,2.348422511265291
1986-03-12,0.174619689041751,2.2068462052402524
1986-03-13,0.21750921819289395,2.1277975183315734
1986-03-14,0.19310402816355499,1.9736870521507768
1986-03-15,0.23376089761192867,1.724049534158243
1986-03-16,0.1755902318877833,1.6092465761916739
1986-03-17,0.25051262070689667,1.4279232140090794
1986-03-18,0.24242453374224907,1.1445695993563028
1986-03-19,0.3214156067650658,0.9618334108559345
1986-03-20,0.37327376511386445,0.8351519425630367
1986-03-21,0.3403102730456053,0.7412092961454296
1986-03-22,0.24525091908896426,0.6675087383413519
1986-03-23,0.31586050673514726,0.6071527904926074
1986-03-24,0.2817455420094847,0.5581590978575107
1986-03-25,0.2731631028255196,0.5231782817477105
1986-03-26,0.31684376389551927,0.48006491945311874
1986-03-27,0.3640035067779363,0.44362073961259335
1986-03-28,0.36893197604963773,0.4119969119538984
1986-03-29,0.35127751698193993,0.38407717913587325
1986-03-30,0.31018779431809845,0.35914170770374293
1986-03-31,0.28597782740457717,0.3366933729920592
1986-04-01,0.3288873457856203,0.31636654747396536
1986-04-02,0.21394649882120018,0.29787805094293623
1986-04-03,0.24077123263523478,0.2809998575666541
1986-04-04,0.2712905832115475,0.2655432017041907
1986-04-05,0.21283414084829147,0.2513487925724323
1986-04-06,0.28931720005483513,0.23828040978764606
1986-04-07,0.2936244759610989,0.22622045173532568
1986-04-08,0.18099972481484863,0.21506667248523723
1986-04-09,0.22947371624794954,0.2047296853066287
1986-04-10,0.2662558923895112,0.19513099010000737
1986-04-11,0.2519516931673151,0.18620137802410275
1986-04-12,0.2587120033631301,0.17787961956137574
1986-04-13,0.23793289557135547,0.1701113726865596
1986-04-14,0.2461624635518056,0.16284826613719772
1986-04-15,0.2715410375498481,0.1560471244387627
1986-04-16,0.20842935117195704,0.15554480356598668
1986-04-17,0.17506219051249325,0.18485990850756004
1986-04-18,0.23619670738690865,0.17848594067415754
1986-04-19,0.3073765332470025,0.1553509804077595
1986-04-20,0.3513047836053084,0.14137563905644338
1986-04-21,0.4107530710283202,0.13207788913450644
1986-04-22,0.37196651554708965,0.1252278805145752
1986-04-23,0.20651129355642517,0.11971162818319786
1986-04-24,0.22529126274456232,0.11496865806380115
1986-04-25,0.2204048004197761,0.11071344827785516
1986-04-26,0.22908371329634805,0.10679736689176515
1986-04-27,0.2293356024824562,0.10314020574066295
1986-04-28,0.26902903497777414,0.0996962002058946
1986-04-29,0.2515930407949218,0.09643714141109483
1986-04-30,0.26438193953927075,0.09334396254724153
1986-05-01,0.2645733293415388,0.09040252864445407
1986-05-02,0.20263790497820633,0.10906801974741824
1986-05-03,0.21489443950231837,0.17388724595271723
1986-05-04,0.24694324864196013,0.18014255847988112
1986-05-05,0.23483920981890447,0.14653615632755293
1986-05-06,0.19389755347130255,0.15138354193793843
1986-05-07,0.24214955125084778,0.17651084974005093
1986-05-08,0.2663700406097935,0.15131375990628695
1986-05-09,0.31094492423703834,0.1182022156534146
1986-05-10,0.2724425544531526,0.10051259438017841
1986-05-11,0.28613052121440646,0.09051144517112313
1986-05-12,0.3257363046099505,0.08437071672884376
1986-05-13,0.33321334566629207,0.08019293462661393
1986-05-14,0.31314267295452175,0.07703591645061464
1986-05-15,0.30811292525250605,0.07443047213006553
1986-05-16,0.3130851955059493,0.07214173704735431
1986-05-17,0.31736226772841664,0.0700510253608272
1986-05-18,0.3590718277665865,0.06809733012036571
1986-05-19,0.34964566114875706,0.06624834990692337
1986-05-20,0.33905891225459434,0.06448613352898015
1986-05-21,0.25346324654190494,0.06279996252211767
1986-05-22,0.2579374584494048,0.06118281771440334
1986-05-23,0.2788901909514824,0.0596296209471168
1986-05-24,0.32301183924589183,0.058136356358370354
1986-05-25,0.3980625875940132,0.056699627795478845
1986-05-26,0.36777869667305724,0.055316432772454925
1986-05-27,0.28294711222178565,0.05398404421154007
1986-05-28,0.2278333976102783,0.05269994607454815
1986-05-29,0.2574424975157397,0.051461796155649824
1986-05-30,0.35892266083066326,0.05026740275969554
1986-05-31,0.3384602355560616,0.04911470865375974
1986-06-01,0.2733308118841132,0.04800177898215067
1986-06-02,0.2923686258487182,0.04692679147355986
1986-06-03,0.2926511252048733,0.04588802808333281
1986-06-04,0.23804452203151905,0.04488386761986835
1986-06-05,0.22455136036080248,0.04391277910777419
1986-06-06,0.15874728787693215,0.04297331574355506
1986-06-07,0.17284814024149822,0.04206410935277969
1986-06-08,0.22158470068575212,0.04118386528587719
1986-06-09,0.25331343703535375,0.040331357705365764
1986-06-10,0.35875575323658665,0.03950542522657679
1986-06-11,0.36472982743303195,0.03870496687987942
1986-06-12,0.27343473886234876,0.03792893836656979
1986-06-13,0.2229536491703997,0.03717634858374309
1986-06-14,0.2068302634900371,0.036446256396012934
1986-06-15,0.20376371637185664,0.03573776763408976
1986-06-16,0.19967839075928953,0.035050032302092804
1986-06-17,0.24909575415080132,0.034382241977114335
1986-06-18,0.19131548224216446,0.03373362738602003
1986-06-19,0.20035258176001147,0.03310345614578523
1986-06-20,0.18563908325915193,0.03249103065485178
1986-06-21,0.24245454573983097,0.03189568612405993
1986-06-22,0.26143528856353315,0.03131678873667915
1986-06-23,0.26772741388646576,0.030753733927939248
1986-06-24,0.26282449680986764,0.030205944775259758
1986-06-25,0.24241099678969813,0.029672870491099356
1986-06-26,0.1778701181767549,0.029153985011005166
1986-06-27,0.161127265113542,0.028648785670040585
1986-06-28,0.18633682563893958,0.02815679196131594
1986-06-29,0.15837045391090857,0.02767754437084394
1986-06-30,0.18516665257285447,0.0272106032833957
1986-07-01,0.20772537944826866,0.02675554795444794
1986-07-02,0.21087941510621336,0.02631197554369104
1986-07-03,0.17317043235958965,0.025879500205914455
1986-07-04,0.15582812785782332,0.025457752235403305
1986-07-05,0.17024991127243946,0.02504637726027117
1986-07-06,0.17287845219988843,0.0246450354834209
1986-07-07,0.167026130057919,0.024253400967069804
1986-07-08,0.15888203556078398,0.023871160958000705
1986-07-09,0.1386657223080862,0.023498015250906976
1986-07-10,0.16246571382286384,0.02313367558738952
1986-07-11,0.15618146490023835,0.022777865088338765
1986-07-12,0.16451626553116402,0.022430317717595728
