,ET,ETR,ETS,discharge,leakage,overlandFlow,ppt,storageGZ,storageVZ
1981-01-01,0.008490528847449219,0.002981969977756824,0.0055085588696923956,0.2338035635841032,0.0,0.0,0.0,2.0,2.0
1981-01-02,0.007487357928697467,0.0026337592253208495,0.004853598703376617,0.11819792534564225,0.0,0.0,0.0,1.7661964364158966,1.9915094711525505
1981-01-03,0.007830880120737746,0.002590076151933537,0.005240803968804209,0.061086469450970605,0.0,0.0,0.22699999809265137,1.6479985110702544,1.9840221132238534
1981-01-04,0.011132744303447344,0.002749804615464109,0.008382939687983232,0.03284204587904399,0.0,0.0,0.9710000038146972,1.5869120416192837,2.203191231195767
1981-01-05,0.012729402350904728,0.00251510543087181,0.010214296920032917,0.018859247705692646,0.0,0.0,0.0,1.5540699957402397,3.1630584907070176
1981-01-06,0.01317887839227352,0.0026085156232434274,0.010570362769030091,0.011926325542349441,0.0,0.0,0.0,1.535210748034547,3.1503290883561132
1981-01-07,0.013169515091945297,0.0026113761835951225,0.010558138908350176,0.008479389852786097,0.0,0.0,0.0,1.5232844224921975,3.1371502099638393
1981-01-08,0.011108724916226971,0.002206466297526384,0.008902258618700587,0.00675651978407759,0.0,0.0,0.0,1.5148050326394114,3.1239806948718942
1981-01-09,0.013550611410627638,0.0026960182433499818,0.01085459316727766,0.005886475437797392,0.0,0.0,0.0,1.5080485128553338,3.112871969955667
1981-01-10,0.014394072012499681,0.002869368817734867,0.011524703194764816,0.005438398689808957,0.0,0.0,0.0,1.5021620374175366,3.0993213585450388
1981-01-11,0.014156349846290286,0.0028276054532673,0.011328744393022987,0.00519920342195331,0.0,0.0,0.0,1.4967236387277274,3.0849272865325394
1981-01-12,0.015882095185606765,0.0031789369365338082,0.012703158249072954,0.0050635014097954265,0.0,0.0,0.0,1.4915244353057744,3.070770936686249
1981-01-13,0.014768825910054769,0.0029625141272962654,0.011806311782758504,0.004979167779238147,0.0,0.0,0.0,1.4864609338959789,3.0548888415006417
1981-01-14,0.014236354578531351,0.002861576073990034,0.01137477850454132,0.004920420212839391,0.0,0.0,0.0,1.4814817661167408,3.0401200155905874
1981-01-15,0.015219974064013694,0.0030656648916345666,0.01215430917237913,0.004874504817221356,0.0,0.0,0.0,1.4765613459039013,3.025883661012055
1981-01-16,0.019404207751872817,0.003670647840244917,0.015733559911627903,0.004835111307056066,0.0,0.0,0.39499998092651367,1.47168684108668,3.010663686948042
1981-01-17,0.016329779211706023,0.0033962936741567347,0.012933485537549288,0.005685438254558524,0.010183015737638511,0.0,0.9659999847412111,1.4668517297796237,3.386259460122683
1981-01-18,0.021692015083540083,0.0067584580695737775,0.014933557013966304,0.008842854322607474,0.02037080783812463,0.0,0.9810000419616698,1.4713493072627035,4.325746649914548
1981-01-19,0.030398128905273943,0.011960890831613237,0.018437238073660708,0.012540753517686676,0.029396942985477084,0.0,0.9909999847412109,1.4828772607782206,5.264683868954554
1981-01-20,0.03363673852399248,0.015067981660351882,0.0185687568636406,0.01486603871992612,0.02330632506206335,0.0,0.6350000381469726,1.499733450246011,6.195888781805017
1981-01-21,0.025381402316472977,0.01255032940003657,0.01283107291643641,0.018324810121588295,0.05177879359017405,0.0,1.1489999771118162,1.508173736588148,6.773945756365935
1981-01-22,0.046265966659938075,0.0277645486073607,0.018501418052577375,0.051176314808529445,0.3239750133236664,0.0,4.652000045776368,1.5416277200567339,7.845785537571105
1981-01-23,0.053483250310270306,0.03794074404208848,0.015542506268181825,0.13525369899585868,0.6127530984846932,0.0,5.4029998779296875,1.8144264185718706,12.127544603363866
1981-01-24,0.05110224648200676,0.038353227564968694,0.012749018917038071,0.15094308984584823,0.029610157415690973,0.0,0.2239999771118164,2.291925818060705,16.864308132498586
1981-01-25,0.05931256101127387,0.04459003615278295,0.014722524858490913,0.08276159690189719,0.0,0.0,0.0,2.1705928856305476,17.007595705712706
1981-01-26,0.06797332362201611,0.05125048124347947,0.01672284237853663,0.056219764601088656,0.09514290332699946,0.0,0.6979999542236327,2.0878312887286503,16.948283144701435
1981-01-27,0.07071682498584475,0.05495194510814483,0.015764879877699926,0.12827475341983302,0.7662824178717228,0.0,4.734000015258789,2.1267544274545616,17.48316687197605
1981-01-28,0.09156163981515056,0.07471801919568546,0.016843620619465097,0.31695760348724006,1.4042431649595575,0.0,6.811000061035157,2.7647620919064506,21.38016764437727
1981-01-29,0.08212895315261366,0.06893717019018247,0.013191782962431193,0.40776760410488716,0.6132844139902623,0.0,2.531999969482422,3.8520476533787686,26.695362900637722
1981-01-30,0.0783640190209944,0.06622962785564884,0.01213439116534555,0.2977363386065105,0.08388576126975919,0.0,0.34200000762939453,4.057564463264144,28.531949502977273
1981-01-31,0.0887228305492762,0.0750416914008277,0.013681139148448512,0.17196950897231816,0.0,0.0,0.0,3.843713885927392,28.71169973031592
1981-02-01,0.09414066505407002,0.07965490990783086,0.01448575514623918,0.09990431665352437,0.0,0.0,0.0,3.671744376955074,28.62297689976664
1981-02-02,0.10573519211652338,0.08950311133654273,0.01623208077998064,0.06403153880899992,0.0,0.0,0.0,3.5718400603015503,28.52883623471257
1981-02-03,0.10159381800815667,0.08603558243066681,0.015558235577489884,0.04604182797223716,0.0,0.0,0.0,3.5078085214925503,28.423101042596052
1981-02-04,0.10358399827492153,0.08775933111408776,0.015824667160833774,0.03689867155842921,0.0,0.0,0.0,3.4617666935203126,28.3215072245879
1981-02-05,0.11294695290083163,0.09573592038321228,0.01721103251761937,0.03213664013263969,0.0,0.0,0.0,3.4248680219618843,28.217923226312973
1981-02-06,0.10813494880651411,0.09170064866604591,0.016434300140468195,0.02954769917135905,0.0,0.0,0.0,3.392731381829244,28.10497627341214
1981-02-07,0.109299311863342,0.09273120552157683,0.016568106341765167,0.028039614106627458,0.0,0.0,0.0,3.363183682657885,27.996841324605626
1981-02-08,0.11392839756443796,0.09670477440218651,0.01722362316225143,0.02707192287408197,0.0,0.0,0.0,3.3351440685512577,27.887542012742287
