,ET,ETR,ETS,discharge,leakage,overlandFlow,ppt,storageGZ,storageVZ
1981-01-01,0.04680958116388493,0.0,0.0,0.09045397688999973,0.0,0.0,0.0,1.0,10.0
1981-01-02,0.04517098705272432,0.0,0.0,0.07284798298009054,0.0,0.0,0.0,0.9095460231100002,9.953190418836115
1981-01-03,0.04192314688807941,0.0,0.0,0.06013655493812505,0.0,0.0,1.3850000381469725,0.8366980401299096,9.908019431783394
1981-01-04,0.04543158608105857,0.0,0.0,0.050626044511126185,0.0,0.0,0.4739999771118164,0.7765614851917845,11.251096323042287
1981-01-05,0.05415932317101595,0.0,0.0,0.04330450807231315,0.0,0.0,0.0,0.7259354406806582,11.679664714073045
1981-01-06,0.05199365633625123,0.0,0.0,0.03753485909291121,0.0,0.0,0.0,0.6826309326083451,11.625505390902028
1981-01-07,0.04888949878360581,0.0,0.0,0.03289861454577505,0.0,0.0,0.0,0.6450960735154339,11.573511734565777
1981-01-08,0.04368232493031027,0.0,0.0,0.029111038949255808,0.0,0.0,0.0,0.6121974589696587,11.524622235782171
1981-01-09,0.047507731460471186,0.0,0.0,0.02597256392420091,0.0,0.0,0.0,0.5830864200204029,11.480939910851863
1981-01-10,0.05112888203313482,0.0,0.0,0.02333971990315553,0.0,0.0,0.0,0.557113856096202,11.433432179391392
1981-01-11,0.049904490035952875,0.0,0.0,0.021107077867517744,0.0,0.0,0.0,0.5337741361930465,11.382303297358257
1981-01-12,0.05617884329789513,0.0,0.0,0.019195662500340424,0.0,0.0,0.0,0.5126670583255286,11.332398807322303
1981-01-13,0.054895232019130706,0.0,0.0,0.017545305542883548,0.0,0.0,0.0,0.493471395825188,11.27621996402441
1981-01-14,0.05206853256089728,0.0,0.0,0.016109473154240855,0.0,0.0,0.0,0.4759260902823045,11.22132473200528
1981-01-15,0.05556372157066354,0.0,0.0,0.014851689344374659,0.0,0.0,0.0,0.4598166171280636,11.169256199444382
1981-01-16,0.06654702508297816,0.0,0.0,0.013743014177750978,0.0,0.0,1.371000003814697,0.4449649277836889,11.11369247787372
1981-01-17,0.05512097083858972,0.0,0.0,0.012760234190188185,0.0,0.0,1.4800000190734863,0.4312219136059379,12.418145456605437
1981-01-18,0.05931750493464405,0.0,0.0,0.01188454311720325,0.0,0.0,0.4309999942779541,0.4184616794157498,13.843024504840333
1981-01-19,0.08135290394845579,0.0,0.0,0.011100566135311324,0.0,0.0,1.3010000228881837,0.4065771362985465,14.214706994183643
1981-01-20,0.07933241140785317,0.0,0.0,0.010395628633568152,0.0,0.0,0.5710000038146973,0.3954765701632352,15.434354113123373
1981-01-21,0.06620903537016046,0.0,0.0,0.009759201605469218,0.0,0.0,0.5329999923706055,0.3850809415296671,15.92602170553022
1981-01-22,0.09593917017052314,0.0,0.0,0.13040343247568842,2.4958735839128714,0.050791891361380515,5.379000091552734,0.37532173992419776,16.392812662530662
1981-01-23,0.08898338989148892,0.0,0.0,1.0856828931500926,2.429016640626088,1.3433337474759952,2.518000030517578,2.69,19.18
