,ET,ETR,ETS,discharge,leakage,overlandFlow,ppt,storageGZ,storageVZ
1981-01-01,0.04244947825583792,0.0,0.0,0.09045397688999973,0.0,0.0,0.0,1.0,10.0
1981-01-02,0.03790652128342223,0.0,0.0,0.07284798298009054,0.0,0.0,0.0,0.9095460231100002,9.957550521744162
1981-01-03,0.0364971505682626,0.0,0.0,0.06013655493812505,0.0,0.0,0.4719999790191651,0.8366980401299096,9.91964400046074
1981-01-04,0.04137357981604661,0.0,0.0,0.050626044511126185,0.0,0.0,1.0399999618530273,0.7765614851917845,10.355146828911643
1981-01-05,0.04180022062802331,0.0,0.0,0.04330450807231315,0.0,0.0,0.0,0.7259354406806582,11.353773210948624
1981-01-06,0.0430797927015207,0.0,0.0,0.03753485909291121,0.0,0.0,0.0,0.6826309326083451,11.311972990320601
1981-01-07,0.042358085355060734,0.0,0.0,0.03289861454577505,0.0,0.0,0.0,0.6450960735154339,11.26889319761908
1981-01-08,0.03581307107011976,0.0,0.0,0.029111038949255808,0.0,0.0,0.0,0.6121974589696587,11.22653511226402
1981-01-09,0.04282787397426767,0.0,0.0,0.02597256392420091,0.0,0.0,0.0,0.5830864200204029,11.1907220411939
1981-01-10,0.04508247335753833,0.0,0.0,0.02333971990315553,0.0,0.0,0.0,0.557113856096202,11.147894167219633
1981-01-11,0.04482712518945402,0.0,0.0,0.021107077867517744,0.0,0.0,0.0,0.5337741361930465,11.102811693862094
1981-01-12,0.050410077025595815,0.0,0.0,0.019195662500340424,0.0,0.0,0.0,0.5126670583255286,11.057984568672639
1981-01-13,0.04745746336674435,0.0,0.0,0.017545305542883548,0.0,0.0,0.0,0.493471395825188,11.007574491647045
1981-01-14,0.04545805551100237,0.0,0.0,0.016109473154240855,0.0,0.0,0.0,0.4759260902823045,10.960117028280303
1981-01-15,0.04892143404623135,0.0,0.0,0.014851689344374659,0.0,0.0,0.0,0.4598166171280636,10.914658972769304
1981-01-16,0.059305503280219204,0.0,0.0,0.013743014177750978,0.0,0.0,0.6929999828338624,0.4449649277836889,10.865737538723073
1981-01-17,0.04560710984575255,0.0,0.0,0.012760234190188185,0.0,0.0,1.134000015258789,0.4312219136059379,11.499432018276714
1981-01-18,0.0549174716914521,0.0,0.0,0.01188454311720325,0.0,0.0,0.6860000133514406,0.4184616794157498,12.587824923689748
1981-01-19,0.07261239953733488,0.0,0.0,0.011100566135311324,0.0,0.0,1.1199999809265135,0.4065771362985465,13.218907465349737
1981-01-20,0.07479814324418388,0.0,0.0,0.010395628633568152,0.0,0.0,0.5639999866485595,0.3954765701632352,14.266295046738916
1981-01-21,0.056468358834444926,0.0,0.0,0.009759201605469218,0.0,0.0,1.0829999923706053,0.3850809415296671,14.755496890143293
1981-01-22,0.09253386361006348,0.0,0.0,0.02548768474579581,1.331494782139707,0.0,4.822000122070313,0.37532173992419776,15.782028523679454
1981-01-23,0.08503717688613482,0.0,0.0,0.9310637265547285,4.268962914666588,2.3292280254299684,4.354000091552734,1.6813288373181092,19.18
1981-01-24,0.0707179905870806,0.0,0.0,0.8636892604740412,0.37428199033942633,0.0,0.4449999809265136,2.69,19.18
