,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
2015-10-01,0.00497867585258,0.000257240927409,0.00362504554463,0.00699965893128,0.0129991972443,0.00639016469076,0.000134315826032,0.000317337658674,0.00400367137552,0.000141318630009,0.000113533729503,0.000252280771329,0.00958957462048,0.000128742246343,0.00925113884708,0.00778176030768,9.88663400461e-05,0.00776788944321,0.0164986918406,4.01737183585e-05,8.98005844731e-05,0.000162669962046,0.00275359108485,0.00439982237984,3.56319401817e-05,0.0030125110948,0.000215080017805,0.00647123632467,5.5452751974e-05,0.00288443823088,3.71029550505e-05,8.92996835617e-05,0.000135028879776,4.57213426948e-05,0.00449549440265,6.05055320941e-05,4.94828542405e-05,0.0111416239796,0.000117034923327,0.0175834524507,0.000166270714599,4.22028423262e-05,0.00705424497886,0.000275579496642,5.01185837077e-05,0.00680654462926,0.00686040115212,0.00983738749583,7.79345120783e-05,0.013915620996,0.0140693711876,0.0373200235415,0.00761863641631,0.022492786456,3.34436299131e-05,0.00623369353914,4.75100008312e-05,0.00317630289017,0.053239888037,0.00656093756263,0.000523230823388,0.000334958042512,0.0141451762669,0.0142125866811,4.68637074653e-05,0.00559866171731,0.00686958646527,0.00407167634606,0.000170758339579,0.0143140771849,0.0143946430351,0.0189468597153,0.00269548383166,8.14700063806e-05,0.019141195893,0.061137065131,0.019272793662,0.00614190356531,0.0694162835733,0.000865694853285,0.00102227508482,7.63904806602e-05,0.000277096016251,0.085186995024,8.66940049189e-05,0.0906226453069,0.101722723972,0.0194914076712,0.0120457001976,0.0026824374791,0.00302911829799,0.0327188467896,0.00038530746781,0.0220023705655,0.121211905359,0.000534790524411,0.00389974331583,0.128907444303,0.00265474231673,0.00128426561906,0.00332134986233,0.0256208957997,0.00900722285377,0.0360542956101,0.00419572351057,0.0013371468648,0.00471412366031,0.165824199198,0.00246327234018,0.00810732220495,0.011308325809,0.00983087319883,0.00246533490429,0.00267305285781,0.0450542117409,0.00429788115558,0.00403471173718,0.0543915281164,0.0581036196312,0.00252591848404,0.169030204017,0.0630308668479,0.175160414951,0.0658211795433,0.00290717913994,0.0716351813661,0.00805304344248,0.189379858662,0.0757050893558,0.0912753122537,0.0023485002758,0.00251430664701,0.101921691515,0.203648212822,0.0121460489087,0.219940796279,0.232748149114,0.257369765643,0.366095934394
2015-10-02,0.00493647476421,0.000251013712585,0.00359431797184,0.00694482388378,0.0128908245139,0.00633951313136,0.000131755269318,0.000309593148847,0.00396907388205,0.000138178590247,0.000110762935785,0.000246674810587,0.00950831196832,0.00012641150233,0.00917272481384,0.00771579977717,9.6989707117e-05,0.00769519814369,0.0163616718624,3.94496468725e-05,8.80960876525e-05,0.000158732270366,0.00273176516021,0.00436564779082,3.49897331686e-05,0.00298580120746,0.00021011123202,0.00641912355012,5.43896094125e-05,0.00286208888828,3.64342227266e-05,8.73431593732e-05,0.000131733739214,4.48706413546e-05,0.00445948558964,5.91077918307e-05,4.85954124246e-05,0.011048572369,0.000114178806116,0.0174369669527,0.000163263581293,4.14018070063e-05,0.00699838681601,0.0002706021936,4.92197186523e-05,0.00674838337956,0.00680127402316,0.00975595435022,7.6337752495e-05,0.0138006182209,0.0139515170137,0.0370089973543,0.007555516268,0.0222946439827,3.28213823235e-05,0.00618218761708,4.64690780255e-05,0.00314937919471,0.0527951976731,0.00650662528678,0.000511314909102,0.000327028092898,0.0140259453169,0.0140921015136,4.58521681807e-05,0.00555321085118,0.00681265601398,0.00403797115925,0.000167017260169,0.0141916665597,0.0142707333876,0.0187858537537,0.00267360141079,7.98008233348e-05,0.0189759636709,0.0606254503202,0.0191048652366,0.00609201881079,0.0688360316689,0.000845684539807,0.000998834179511,7.45263289756e-05,0.000270333896339,0.0844750304687,8.45783540582e-05,0.0898648872192,0.100873080299,0.0193188206509,0.0119459718357,0.0026606592587,0.0030040143832,0.0324388759956,0.000375904609369,0.0218201274889,0.120200964549,0.00052194576971,0.00386806941625,0.127833230104,0.00263274086493,0.00125484335571,0.00329467230916,0.0254086640335,0.00893359677735,0.0357566541525,0.00416119153604,0.00130658317258,0.00467550726444,0.164435263018,0.00244327323436,0.00804125475106,0.0111896533315,0.00975102379176,0.0024450442478,0.00265096620977,0.0446822087149,0.00426236935817,0.00400150401493,0.053943294769,0.0576247942025,0.00250536950761,0.167615237171,0.0625113294054,0.17369565809,0.0652785865731,0.00288336527195,0.0710448708924,0.00798707659532,0.187799615533,0.0750812828517,0.0905243838943,0.00232946908236,0.00249385177852,0.101084149197,0.201925311016,0.01204406308,0.218085683094,0.230785670066,0.255191824849,0.36302416382
2015-10-03,0.00489534408351,0.000244990846588,0.00356436981498,0.00689091713388,0.012785096015,0.00628977614553,0.00012926100209,0.000302104828322,0.00393551814729,0.000135133195159,0.00010808380171,0.000241237832069,0.00942942153776,0.000124138079675,0.00909629955095,0.00765151225777,9.51614497134e-05,0.00762466985387,0.0162278772231,3.87433042726e-05,8.64355276706e-05,0.000154923790057,0.00271033330814,0.00433206596342,3.43632504522e-05,0.00295961052371,0.000205298111695,0.00636796112747,5.33541456052e-05,0.00284010717256,3.57818644745e-05,8.54447909433e-05,0.00012854759606,4.40414384858e-05,0.00442411729188,5.77538390315e-05,4.77295927714e-05,0.0109578402875,0.000111417167061,0.0172937452257,0.000160330330599,4.06214196514e-05,0.00694348300952,0.000265747013777,4.83427546114e-05,0.00669132070307,0.00674326900063,0.00967647869917,7.47853983902e-05,0.0136876923345,0.0138358116094,0.0367052495814,0.00749394116157,0.0221023585769,3.22148595443e-05,0.00613203844458,4.54590954988e-05,0.00312313841857,0.0523611268936,0.00645361867204,0.000499767698135,0.000319353103654,0.0139088971147,0.0139738307888,4.48702533425e-05,0.00550873550264,0.00675717245655,0.00400507619155,0.000163387761842,0.0140715199867,0.0141491256746,0.0186278185553,0.00265218865723,7.81780594745e-05,0.0188138270633,0.0601261521319,0.0189401074056,0.00604328266705,0.0682697789483,0.000826302778005,0.000976123796102,7.27238393816e-05,0.000263795458077,0.0837803483616,8.25326864004e-05,0.0891255649053,0.100044081148,0.0191495396942,0.0118486570031,0.00263935665762,0.00297954853568,0.0321645161322,0.000366812784504,0.0216423951086,0.119214414656,0.000509519919122,0.00383712482052,0.126784871515,0.00261129863922,0.00122633693509,0.00326866623811,0.0252017051907,0.00886172436706,0.0354663496706,0.00412758720087,0.00127696875163,0.00463794073358,0.16307862882,0.00242371090888,0.00797691691904,0.0110738760908,0.00967301312046,0.00242529868133,0.00262946140008,0.044319501448,0.00422779303917,0.00396918842158,0.0535063545117,0.0571580783171,0.0024853340479,0.166233145842,0.0620049739724,0.17226492319,0.0647497829741,0.00286019878764,0.0704695790239,0.00792290314089,0.186256029972,0.0744733949195,0.089792695813,0.00231088280907,0.00247390809788,0.100268011823,0.200242522741,0.0119449366796,0.216273746263,0.228869361259,0.253066344215,0.36002777416
2015-10-04,0.00485500959186,0.000239163894727,0.00353500139717,0.00683779283779,0.0126813503275,0.00624079335998,0.000126830861888,0.000294862038083,0.00390269961409,0.00013217885408,0.000105492513624,0.000235963424426,0.00935221677881,0.000121920201423,0.00902135360065,0.0075884691625,9.33799964677e-05,0.00755576475503,0.0160965288466,3.80541433765e-05,8.48174773855e-05,0.000151239188032,0.00268922643139,0.00429897715375,3.3752006724e-05,0.00293386590579,0.000200634520354,0.00631758757913,5.23454525676e-05,0.00281843771395,3.51453749218e-05,8.36024022437e-05,0.000125465915624,4.32330493884e-05,0.00438928819896,5.64419476275e-05,4.6884731198e-05,0.0108688357773,0.000108746075407,0.0171530642385,0.000157468674422,3.98610095918e-05,0.00688938687872,0.000261010180154,4.74870189217e-05,0.00663519054366,0.00668621930564,0.00959847518036,7.32758944716e-05,0.0135765298643,0.0137219392167,0.0364070529905,0.00743352107129,0.0219143182416,3.16235607688e-05,0.00608287812674,4.44788955559e-05,0.0030974056079,0.0519350976129,0.00640159396041,0.000488574807897,0.000311922746368,0.0137937148448,0.013857456682,4.39168706783e-05,0.0054650192254,0.00670275695756,0.00397279054629,0.000159865641303,0.0139533180303,0.0140294992542,0.0184723312388,0.00263114136151,7.66000889908e-05,0.0186543585405,0.0596361577619,0.0187780900131,0.00599541808793,0.0677140874865,0.000807524673986,0.000954115225287,7.09804465401e-05,0.000257471395376,0.0830986728653,8.05540903375e-05,0.0884001075182,0.0992306080124,0.018983129658,0.0117531531101,0.002618421809,0.00295555368415,0.0318948206417,0.000358019052927,0.0214680217326,0.118246242488,0.000497495763218,0.00380673361919,0.125756004404,0.00259026920962,0.00119871041796,0.00324315274359,0.0249986679977,0.00879116972004,0.035181510826,0.0040946539265,0.00124826643017,0.00460112975968,0.16174677875,0.00240448630231,0.00791383712911,0.010960618647,0.00959639764712,0.0024059474341,0.00260838065152,0.0439636874633,0.00419389852869,0.00393751819105,0.0530777606955,0.0567003009716,0.00246567764783,0.16487628069,0.0615083387292,0.170860284386,0.0642311422283,0.00283749821259,0.0699053507036,0.00786002034543,0.184740546656,0.0738772215389,0.0890751410795,0.00229263209991,0.00245434175415,0.099467605645,0.198590779419,0.0118478627286,0.214495172816,0.226988567533,0.250980943242,0.357088292652
2015-10-05,0.00481532569041,0.000233524840605,0.0035061066983,0.00678537091268,0.0125792359047,0.00619247749261,0.000124462771156,0.000287854651907,0.00387045775373,0.000129312140126,0.000102985448505,0.000230845468771,0.00927633576084,0.000119756156941,0.00894761646103,0.00752644292904,9.1643837449e-05,0.00748819215001,0.0159672117722,3.73816373362e-05,8.32405654508e-05,0.000147673395672,0.00266840692406,0.00426632694666,3.315553471e-05,0.0029085258644,0.000196114612273,0.0062679145598,5.13626581639e-05,0.00279705001098,3.45242674768e-05,8.1813915149e-05,0.000122484389869,4.24448156132e-05,0.00435494239105,5.51704733297e-05,4.606018818e-05,0.0107812445865,0.000106161796875,0.0170145360085,0.000154676409982,3.91199323781e-05,0.00683601753633,0.00025638805636,4.6651863796e-05,0.00657990014774,0.00663003148854,0.00952168573321,7.180775098e-05,0.0134669564606,0.0136097232882,0.0361134858631,0.00737404885152,0.0217296670819,3.10470043908e-05,0.00603451211493,4.35273725877e-05,0.00307208786944,0.051515736293,0.00635037901465,0.000477722531421,0.00030472719612,0.0136802209422,0.0137428006575,4.29909763462e-05,0.0054219461714,0.00664920875748,0.0039410074095,0.000156446886249,0.0138368806071,0.0139116728827,0.0183191537487,0.00261040374785,7.50653545784e-05,0.0184973156066,0.0591538628547,0.0186185680476,0.00594827759845,0.0671671271513,0.000789326521199,0.000932781116759,6.92937133334e-05,0.000251352867296,0.0824277290266,7.86397997935e-05,0.0876860834772,0.0984299381277,0.018819340766,0.0116591399046,0.00259779706466,0.00293194129127,0.0316292660243,0.000349511121145,0.0212963961188,0.117293248441,0.000485856943137,0.00377680217354,0.124743242209,0.00256957497746,0.00117192956335,0.00321803718621,0.0247988354463,0.00872170119116,0.0349011444593,0.00406225619508,0.00122044078935,0.00456491902934,0.1604356926,0.00238554647252,0.0078517661593,0.0108496568518,0.00952094127206,0.00238691087312,0.00258764052915,0.0436134927271,0.00416055168223,0.00390636298839,0.0526559516769,0.0562497819772,0.00244632908708,0.163540551289,0.061019589699,0.169477504052,0.0637207432638,0.0028151677783,0.0693500910059,0.00779816290421,0.183248592681,0.0732905362901,0.088369016001,0.00227465881567,0.00243508184818,0.0986799267348,0.19696521073,0.0117524152922,0.21274469638,0.225137577934,0.248928995044,0.354195867385
2015-10-06,0.00477621321562,0.000228066061959,0.00347762807429,0.00673360529482,0.0124785612619,0.00614477905649,0.000122154733355,0.000281073045347,0.0038387064065,0.000126529781489,0.000100559162859,0.00022587812313,0.00920158416827,0.000117644299029,0.00887494105678,0.00746530982929,8.99515213597e-05,0.00742179028163,0.0158396991381,3.67252787557e-05,8.17034737708e-05,0.00014422159355,0.0026478534643,0.00423408436792,3.25733843887e-05,0.00288356534421,0.000191732816431,0.00621889155854,5.04049244563e-05,0.00277592642863,3.39180735135e-05,8.00773443017e-05,0.00011959892422,4.16761037876e-05,0.00432104744825,5.39378491143e-05,4.52553476911e-05,0.010694895901,0.00010366078222,0.0168779457258,0.000151951416106,3.83975685848e-05,0.00678332814502,0.000251877140563,4.58366652497e-05,0.00652539475904,0.00657465012259,0.00944596970812,7.03795404683e-05,0.0133588698473,0.0134990594334,0.0358240426674,0.00731541181702,0.0215479399201,3.04847271452e-05,0.00598683537766,4.26034703397e-05,0.00304713469625,0.0511022916916,0.006299880016,0.000467197800305,0.000297757102854,0.0135683100367,0.0136297564111,4.20915724311e-05,0.0053794524711,0.00659641906602,0.00390966856489,0.000153127665221,0.0137220999255,0.0137955376523,0.0181681439002,0.00258994506587,7.35723640689e-05,0.018342551834,0.0586783906706,0.0184613926713,0.00590178065458,0.0666278983907,0.000771685734323,0.000912095404096,6.76613234003e-05,0.000245431470967,0.0817662755076,7.67871857523e-05,0.0869821662947,0.0976405863035,0.0186580196256,0.0115664429712,0.00257745072223,0.00290866337941,0.0313675479787,0.000341277304809,0.0211271861659,0.116353686349,0.000474587901554,0.00374727934248,0.123744736517,0.00254917389274,0.00114596173483,0.00319326844143,0.0246018181217,0.00865319263864,0.0346247109862,0.00403032100141,0.00119345806668,0.00452922499916,0.159143157622,0.0023668623052,0.00779056960942,0.0107408458495,0.00944651504939,0.00236814609912,0.00256719598888,0.0432682260184,0.00412768007899,0.00387565260066,0.0522400811104,0.0558056110814,0.00242724980319,0.162223706321,0.0605377336036,0.168114250478,0.0632175457825,0.00279315597058,0.0688026656613,0.00773718810911,0.181777653025,0.0727121340669,0.0876728579923,0.00225693127196,0.00241608999147,0.097903349944,0.195363116867,0.0116583651947,0.211019401034,0.223313237268,0.246906846741,0.35134510118
2015-10-07,0.0047376273599,0.000222780308082,0.003449532898,0.00668246756359,0.0123792176921,0.00609766815074,0.000119904829274,0.000274508066768,0.00380739784693,0.000123828653255,9.82103823644e-05,0.000221055807832,0.0091278543078,0.000115583041178,0.00880324414073,0.00740499983143,8.83016528791e-05,0.00735646431791,0.0157138613783,3.60845788523e-05,8.02049350871e-05,0.000140879197158,0.00262755316894,0.00420223059239,3.2005122247e-05,0.00285896787175,0.000187483821467,0.00617048768808,4.94714461396e-05,0.00275505600641,3.33263415973e-05,7.83907922841e-05,0.000116805625241,4.09263045006e-05,0.00428758315604,5.27425809912e-05,4.44696161954e-05,0.0106096930798,0.000101239656556,0.0167431682427,0.000149291649694,3.76933226768e-05,0.00673128954012,0.000247474059652,4.50408220793e-05,0.00647163940076,0.00652003958499,0.00937124717688,6.89898947618e-05,0.0132522052252,0.0133898808189,0.0355384332107,0.00725754612983,0.021368873789,2.99362832927e-05,0.00593978915607,4.17061793432e-05,0.00302251750084,0.0506943344907,0.00625004364969,0.000456988149981,0.000291003564605,0.0134579143513,0.0135182552675,4.12177045892e-05,0.00533750115157,0.00654432664242,0.00387874092943,0.00014990431808,0.0136089058797,0.0136810223835,0.0180192094753,0.00256974751474,7.21196872533e-05,0.0181899709491,0.0582092408586,0.0183064653006,0.005855881329,0.0660958312862,0.000754580787348,0.000892033234379,6.60810741659e-05,0.000239699216298,0.0811136055951,7.49937483461e-05,0.0862876010703,0.0968617074519,0.0184990632981,0.0114749633134,0.00255736450337,0.00288569294098,0.0311094762079,0.000333306493551,0.0209602041129,0.11542656181,0.000463673836885,0.00371813596463,0.122759434494,0.0025290422847,0.00112077581277,0.0031688178775,0.0244073959998,0.00858557247963,0.0343519053577,0.00399880765012,0.00116728606563,0.00449400121718,0.157867896572,0.00234841701425,0.00773017242734,0.0106340828746,0.00937304545315,0.00234962919877,0.00254702183134,0.0429274974565,0.00409524320397,0.00384534788919,0.0518296724687,0.0553672760914,0.00240841811691,0.160924446348,0.0600622118021,0.166769178386,0.0627209648388,0.00277143414629,0.0682624370473,0.0076770166112,0.180326277699,0.0721413377614,0.0869858460744,0.00223943146518,0.00239734460266,0.0971369629036,0.193782922385,0.011565584954,0.209317588275,0.221513713872,0.244912385431,0.348532902303
2015-10-08,0.00469954112177,0.000217660678723,0.00342180150808,0.00663193849204,0.0122811393953,0.00605112506549,0.000117711213537,0.000268151010291,0.00377650424534,0.000121205769712,9.59359921828e-05,0.000216373191778,0.00905508332547,0.000113570854953,0.00873247554674,0.0073454707334,8.66928901432e-05,0.00729215434306,0.0155896193768,3.545906666e-05,7.87437306905e-05,0.000137641843566,0.00260749754561,0.00417075311797,3.14503305737e-05,0.0028347215011,0.00018336256157,0.00612268228808,4.85614490586e-05,0.00273443126348,3.27486367488e-05,7.67524450774e-05,0.000114100789126,4.01948312452e-05,0.0042545356767,5.15832440375e-05,4.37024216884e-05,0.0105255779207,9.88952093721e-05,0.0166101249856,0.000146695142369,3.70066219335e-05,0.00667988177882,0.000243175563718,4.42637548919e-05,0.00641860947227,0.00646617465256,0.0092974696863,6.76375020871e-05,0.0131469174171,0.0132821403093,0.0352564790183,0.00720041326748,0.0211923106674,2.94012438464e-05,0.00589333865453,4.08345344991e-05,0.00299821905614,0.0502916023298,0.00620083759621,0.00044708168714,0.000284458102438,0.0133489858418,0.0134082483179,4.03684598289e-05,0.00529606919632,0.00649289487959,0.00384820444794,0.00014677334704,0.0134972481854,0.0135680757584,0.0178722845266,0.00254980001304,7.07059528807e-05,0.0180395031266,0.0577461082534,0.018153713895,0.00581055164009,0.0655705786995,0.000737991155567,0.000872570902221,6.45508703302e-05,0.000234148502363,0.0804692897662,7.32571094653e-05,0.08560192925,0.0960927883467,0.0183423955772,0.0113846410259,0.00253752709357,0.00286301383213,0.0308549201233,0.00032558811814,0.0207953369944,0.114511270188,0.000453100660459,0.00368935427319,0.121786695792,0.00250916600416,0.001096342112,0.00314466851052,0.0242154368301,0.00851879740799,0.0340825440568,0.00396769217457,0.00114189407082,0.00445922043284,0.156609117833,0.00233020020897,0.00767053029087,0.0105292879994,0.00930048768765,0.00233134608889,0.0025271031342,0.0425910732893,0.00406321706527,0.00381542580428,0.0514244408118,0.0549344710244,0.00238982109425,0.159641966055,0.0595926908065,0.16544145453,0.0622306513676,0.00274998550213,0.067729024809,0.00761760186107,0.178893569498,0.0715777437653,0.0863074915955,0.00222214848249,0.0023788328062,0.0963802224385,0.192223636399,0.011473999738,0.207638192401,0.219737863825,0.242944298268,0.345757375557
2015-10-09,0.00466193676666,0.000212700604353,0.00339442099104,0.00658200368615,0.0121842829063,0.0060051354335,0.000115572111285,0.000261993590495,0.00374600810332,0.000118658277128,9.3733027914e-05,0.000211825179535,0.00898323164948,0.000111606267517,0.00866260232517,0.00728669481676,8.51239423547e-05,0.00722881882767,0.015466920296,3.48482882709e-05,7.73186882502e-05,0.000134505378947,0.00258768040381,0.00413964275902,3.09086067867e-05,0.00281081671894,0.000179364203253,0.00607546007527,4.76741888017e-05,0.00271404654982,3.21845397438e-05,7.5160567787e-05,0.000111480890938,3.94811194132e-05,0.00422189454025,5.04584786756e-05,4.29532127859e-05,0.010442512223,9.66243852112e-05,0.0164787617202,0.000144159997281,3.63369154292e-05,0.0066290897782,0.000238978520803,4.3504905181e-05,0.00636628589282,0.00641303564443,0.00922460516813,6.63211043602e-05,0.0130429716483,0.0131758012453,0.0349780598639,0.00714398788141,0.0210181472836,2.88791958364e-05,0.00584746153039,3.99876128044e-05,0.00297422804747,0.0498939198454,0.00615224046556,0.000437467059162,0.000278112637003,0.0132414869731,0.0132996971947,3.9542964422e-05,0.00525514086832,0.00644209998063,0.00381804584712,0.000143731408257,0.0133870871518,0.0134566570915,0.017727317137,0.00253009498411,6.93298458235e-05,0.0178910927398,0.0572887893773,0.0180030807036,0.00576577295025,0.0650519095393,0.000721897261192,0.000853685787891,6.30687177811e-05,0.000228772095311,0.0798330428571,7.15750058489e-05,0.0849248466083,0.0953334885778,0.0181879547255,0.0112954365498,0.0025179308089,0.00284061555852,0.0306037808054,0.000318112119773,0.0206325107598,0.113607409829,0.000442854956472,0.00366092243432,0.120826094882,0.00248953585344,0.00107263230466,0.00312080940915,0.0240258540253,0.00845283883373,0.0338165067951,0.00393695929797,0.00111725276844,0.00442486536696,0.155366283268,0.00231220483281,0.00761161484273,0.0104263941472,0.00922881191664,0.00231328779265,0.00250743031575,0.0422588009713,0.00403158625752,0.00378587165376,0.0510242008286,0.0545069971235,0.00237145034774,0.158375718032,0.0591289541989,0.164130512899,0.0617463789491,0.00272879938328,0.0672021823525,0.00755891434239,0.177478919673,0.0710210906638,0.0856374786616,0.00220507510153,0.0023605462526,0.0956327772977,0.190684573983,0.011383562062,0.205980478777,0.217984902813,0.241001690594,0.343017250029
2015-10-10,0.00462480142001,0.000207893827695,0.00336738197231,0.0065326513333,0.0120886164776,0.00595968772716,0.000113485815034,0.000256027918757,0.00371589731817,0.000116183446943,9.15986671288e-05,0.000207406899186,0.00891227186651,0.000109687859267,0.0085936005556,0.00722865195903,8.35935675149e-05,0.00716642608471,0.0153457251021,3.4251806114e-05,7.59286797539e-05,0.000131465846898,0.00256809677653,0.00410889209416,3.03795627935e-05,0.00278724536031,0.000175484132934,0.00602880863898,4.68089493673e-05,0.0026938971948,3.16336464467e-05,7.36135006188e-05,0.000108942574545,3.8784625341e-05,0.00418965109002,4.93669871806e-05,4.2221457855e-05,0.0103604682729,9.44242749412e-05,0.0163490370724,0.000141684386079,3.56836730652e-05,0.0065789010625,0.000234879911894,4.27637344477e-05,0.00631465259106,0.00636060591062,0.00915263015136,6.50394946229e-05,0.0129403387826,0.0130708326753,0.0347030861729,0.00708825153117,0.0208463091977,2.8369741612e-05,0.00580214195435,3.91645312107e-05,0.00295053626089,0.0495011574008,0.00610423660247,0.000428133425416,0.000271959466553,0.0131353859498,0.0131925693012,3.87403819345e-05,0.00521470426384,0.00639192485733,0.00378825541219,0.000140775303898,0.0132783889091,0.0133467315547,0.0175842630895,0.00251062669683,6.79901043976e-05,0.0177446920221,0.0568371341841,0.0178545159219,0.00572153152679,0.0645396536761,0.000706280422345,0.000835356299244,6.16327179013e-05,0.000223563107719,0.0792046555095,6.99452826225e-05,0.0842561299524,0.0945835584689,0.0180356871228,0.0112073209998,0.00249856987556,0.00281849058441,0.0303559765087,0.000310868921357,0.0204716717555,0.112714685667,0.000432923944501,0.00363283172852,0.119877319033,0.00247014522792,0.0010496193477,0.00309723280733,0.0238385849299,0.00838767588488,0.0335537064238,0.00390659828523,0.0010933341716,0.00439092394904,0.154138988385,0.0022944255835,0.00755340607157,0.0103253418866,0.00915799615635,0.00229544800199,0.00248799658764,0.0419305705007,0.00400033986643,0.00375667511348,0.0506288193821,0.0540847117779,0.00235329986973,0.15712529084,0.0586708468557,0.162835928347,0.0612679853737,0.00270786834667,0.0666817331102,0.0075009334362,0.17608187149,0.0704711914751,0.0849755817921,0.00218820603577,0.00234247896144,0.094894376676,0.189165212307,0.0112942387313,0.204343888046,0.216254236709,0.239083888781,0.340311583691
